Date,jd,Body,EclType,Mag
1698-Oct-04,2341518.00,S,p,0.56
1698-Oct-19,2341534.00,L,N,0.38
1699-Mar-15,2341680.00,L,P,1.69
1699-Sep-09,2341858.00,L,P,1.75
1699-Sep-23,2341872.00,S,p,0.97
1700-Aug-29,2342212.00,L,T,2.66
1701-Feb-23,2342390.00,L,P,1.43
1701-Aug-18,2342566.00,L,P,1.30
1702-Jan-14,2342716.00,L,N,0.50
1702-Feb-12,2342744.00,L,N,0.14
1703-Jun-29,2343246.00,L,T,2.29
1704-Jun-17,2343600.00,L,T,2.01
1704-Nov-27,2343764.00,S,p,0.70
1705-May-09,2343926.00,L,N,0.23
1705-Nov-30,2344132.00,L,N,0.40
1706-Apr-28,2344280.00,L,P,1.54
1706-Oct-21,2344456.00,L,P,1.59
1707-Apr-17,2344634.00,L,T,2.89
1707-Oct-11,2344812.00,L,T,2.83
1708-Sep-14,2345150.00,S,p,0.95
1708-Sep-29,2345166.00,L,P,1.46
1709-Mar-25,2345342.00,L,N,0.27
1709-Sep-19,2345520.00,L,N,0.06
1710-Feb-14,2345668.00,L,P,1.80
1711-Feb-03,2346022.00,L,T,2.65
1711-Jul-29,2346198.00,L,T,2.48
1712-Jan-23,2346376.00,L,P,1.33
1712-Dec-13,2346702.00,L,N,0.16
1713-Jan-12,2346732.00,L,N,0.05
1713-Jun-08,2346878.00,L,P,1.27
1713-Dec-02,2347056.00,L,P,1.47
1714-Nov-21,2347410.00,L,T,2.78
1715-May-18,2347588.00,L,P,1.65
1716-Apr-07,2347912.00,L,N,0.21
1716-May-06,2347942.00,L,N,0.29
1716-Oct-30,2348118.00,L,N,0.42
1717-Mar-27,2348266.00,L,P,1.62
1717-Sep-20,2348444.00,L,P,1.66
1718-Mar-16,2348620.00,L,T,2.73
1718-Sep-09,2348798.00,L,T,2.78
1719-Feb-19,2348960.00,S,p,0.81
1719-Aug-29,2349152.00,L,P,1.43
1720-Feb-08,2349314.00,S,p,0.32
1720-Feb-24,2349330.00,L,N,0.17
1720-Jul-19,2349476.00,L,N,0.76
1720-Aug-04,2349492.00,S,p,0.83
1721-Jan-13,2349654.00,L,P,1.70
1722-Jan-02,2350008.00,L,T,2.88
1722-Jun-29,2350186.00,L,T,2.15
1722-Dec-22,2350362.00,L,P,1.62
1723-Jun-18,2350540.00,L,N,0.71
1723-Nov-12,2350688.00,L,N,0.30
1723-Dec-12,2350718.00,L,N,0.42
1725-Oct-21,2351396.00,L,T,2.82
1726-Apr-16,2351574.00,L,P,1.62
1727-Mar-07,2351898.00,L,N,0.53
1727-Apr-06,2351928.00,L,N,0.35
1727-Aug-31,2352076.00,L,N,0.29
1728-Aug-19,2352430.00,L,P,1.68
1729-Feb-13,2352608.00,L,T,2.67
1729-Aug-09,2352784.00,L,T,2.61
1730-Feb-03,2352962.00,L,P,1.34
1730-Jul-15,2353124.00,S,p,0.27
1730-Jul-29,2353138.00,L,P,1.25
1731-Jan-08,2353302.00,S,p,0.50
1731-Jun-20,2353464.00,L,P,1.13
1731-Jul-04,2353478.00,S,p,0.34
1731-Dec-13,2353640.00,L,P,1.46
1732-Jun-08,2353818.00,L,T,2.52
1732-Dec-02,2353996.00,L,T,2.76
1733-May-28,2354172.00,L,P,1.79
1733-Nov-21,2354350.00,L,P,1.70
1734-May-03,2354512.00,S,p,0.77
1734-May-17,2354526.00,L,N,0.42
1734-Oct-12,2354674.00,L,N,0.31
1735-Apr-07,2354852.00,L,P,1.54
1735-Oct-02,2355030.00,L,P,1.57
1735-Oct-16,2355044.00,S,p,0.01
1736-Mar-27,2355206.00,L,T,2.79
1736-Sep-20,2355384.00,L,T,2.89
1737-Mar-16,2355560.00,L,P,1.51
1738-Feb-04,2355886.00,L,N,0.46
1738-Jul-31,2356062.00,L,N,0.64
1738-Aug-15,2356078.00,S,p,0.16
1739-Jan-25,2356240.00,L,P,1.68
1739-Jul-20,2356416.00,L,T,2.03
1740-Jan-14,2356594.00,L,T,2.89
1741-Jan-02,2356948.00,L,P,1.63
1741-Jun-13,2357110.00,S,p,0.13
1741-Jun-29,2357126.00,L,N,0.84
1741-Nov-23,2357274.00,L,N,0.28
1741-Dec-08,2357288.00,S,p,0.03
1742-May-19,2357450.00,L,P,1.27
1742-Jun-03,2357466.00,S,p,0.15
1742-Nov-12,2357628.00,L,P,1.52
1743-May-08,2357804.00,L,T,2.65
1743-Nov-02,2357982.00,L,T,2.78
1744-Apr-26,2358158.00,L,P,1.73
1744-Oct-21,2358336.00,L,P,1.59
1745-Mar-18,2358484.00,L,N,0.48
1745-Sep-11,2358662.00,L,N,0.17
1745-Oct-10,2358690.00,L,N,0.24
1746-Mar-07,2358838.00,L,P,1.72
1746-Mar-22,2358854.00,S,p,0.90
1746-Aug-31,2359016.00,L,P,1.55
1748-Feb-14,2359548.00,L,P,1.37
1748-Jul-25,2359710.00,S,p,0.70
1748-Aug-09,2359724.00,L,P,1.38
1749-Jan-03,2359872.00,L,N,0.14
1749-Feb-02,2359902.00,L,N,0.09
1749-Jul-29,2360078.00,L,N,0.06
1749-Dec-23,2360226.00,L,P,1.45
1750-Jan-08,2360242.00,S,p,0.41
1750-Jun-19,2360404.00,L,T,2.37
1751-May-25,2360744.00,S,p,0.16
1751-Jun-09,2360758.00,L,P,1.95
1751-Dec-03,2360936.00,L,P,1.72
1752-Oct-23,2361260.00,L,N,0.26
1752-Nov-21,2361290.00,L,N,0.47
1753-Apr-17,2361436.00,L,P,1.45
1753-Oct-26,2361628.00,S,p,0.82
1754-Oct-01,2361968.00,L,T,2.81
1755-Mar-28,2362146.00,L,P,1.58
1755-Sep-20,2362322.00,L,P,1.65
1756-Feb-16,2362472.00,L,N,0.43
1756-Mar-16,2362500.00,L,N,0.24
1756-Sep-08,2362676.00,L,N,0.35
1757-Jul-31,2363002.00,L,P,1.90
1758-Jul-20,2363356.00,L,T,2.42
1758-Dec-30,2363520.00,S,p,0.86
1760-Jan-02,2363888.00,L,N,0.44
1760-May-30,2364036.00,L,P,1.12
1760-Jun-13,2364050.00,S,p,0.35
1760-Nov-22,2364212.00,L,P,1.49
1761-May-19,2364390.00,L,T,2.51
1761-Jun-03,2364406.00,S,p,0.16
1761-Nov-12,2364568.00,L,T,2.75
1762-Oct-17,2364906.00,S,p,0.97
1762-Nov-01,2364922.00,L,P,1.65
1763-Apr-13,2365084.00,S,p,0.91
1763-Apr-27,2365098.00,L,N,0.54
1763-Oct-22,2365276.00,L,N,0.31
1764-Mar-18,2365424.00,L,P,1.67
1765-Mar-07,2365778.00,L,T,2.75
1765-Aug-30,2365954.00,L,T,2.85
1766-Feb-24,2366132.00,L,P,1.41
1767-Jan-15,2366458.00,L,N,0.13
1767-Feb-14,2366488.00,L,N,0.12
1767-Jul-11,2366634.00,L,N,0.85
1767-Aug-10,2366664.00,L,N,0.18
1768-Dec-23,2367166.00,L,T,2.75
1770-May-25,2367684.00,S,p,0.28
1770-Dec-03,2367876.00,L,N,0.48
1771-Apr-29,2368022.00,L,P,1.35
1771-Oct-23,2368200.00,L,P,1.43
1772-Apr-17,2368376.00,L,T,2.73
1772-Oct-11,2368554.00,L,T,2.73
1772-Oct-26,2368568.00,S,p,0.05
1773-Mar-23,2368716.00,S,p,0.59
1773-Sep-30,2368908.00,L,P,1.75
1774-Mar-12,2369070.00,S,p,0.70
1774-Mar-28,2369086.00,L,N,0.29
1774-Aug-21,2369232.00,L,N,0.41
1774-Sep-06,2369248.00,S,p,0.39
1774-Sep-20,2369262.00,L,N,0.45
1775-Feb-15,2369410.00,L,P,1.62
1776-Feb-04,2369764.00,L,T,2.88
1776-Jul-31,2369942.00,L,T,2.55
1777-Jan-23,2370118.00,L,P,1.66
1777-Jul-20,2370296.00,L,P,1.12
1777-Dec-14,2370444.00,L,N,0.26
1778-Jan-13,2370474.00,L,N,0.45
1779-Nov-23,2371152.00,L,T,2.72
1781-Apr-08,2371654.00,L,N,0.34
1781-May-08,2371684.00,L,N,0.65
1782-Sep-21,2372186.00,L,P,1.35
1783-Mar-19,2372364.00,L,T,2.81
1783-Sep-11,2372540.00,L,T,2.75
1784-Mar-07,2372718.00,L,P,1.45
1784-Aug-30,2372894.00,L,P,1.61
1785-Jul-22,2373220.00,L,N,0.71
1785-Aug-05,2373234.00,S,p,0.24
1786-Jan-14,2373396.00,L,P,1.44
1786-Jan-30,2373412.00,S,p,0.79
1787-Jan-04,2373752.00,L,T,2.74
1787-Jun-30,2373928.00,L,T,2.26
1787-Dec-24,2374106.00,L,P,1.74
1788-Jun-04,2374268.00,S,p,0.90
1788-Jun-18,2374282.00,L,N,0.87
1788-Nov-13,2374430.00,L,N,0.17
1789-Nov-03,2374786.00,L,P,1.38
1789-Nov-17,2374800.00,S,p,0.64
1790-Apr-29,2374962.00,L,T,2.62
1790-Oct-23,2375140.00,L,T,2.67
1791-Apr-18,2375316.00,L,P,1.73
1791-Oct-12,2375494.00,L,P,1.83
1792-Mar-08,2375642.00,L,N,0.34
1792-Sep-01,2375818.00,L,N,0.31
1793-Feb-26,2375996.00,L,P,1.58
1793-Aug-21,2376172.00,L,P,1.66
1793-Sep-05,2376188.00,S,p,0.87
1794-Feb-15,2376350.00,L,T,2.85
1795-Feb-04,2376704.00,L,P,1.67
1795-Jul-31,2376882.00,L,P,1.25
1795-Dec-26,2377030.00,L,N,0.26
1796-Dec-14,2377384.00,L,P,1.47
1797-Jun-09,2377560.00,L,T,2.21
1798-May-29,2377914.00,L,T,2.10
1798-Nov-23,2378092.00,L,P,1.71
1799-Apr-20,2378240.00,L,N,0.25
1799-Nov-12,2378446.00,L,N,0.41
1800-Apr-09,2378594.00,L,P,1.52
1800-Oct-03,2378772.00,L,P,1.27
1802-Mar-19,2379304.00,L,P,1.52
1802-Aug-28,2379466.00,S,p,0.15
1802-Sep-12,2379480.00,L,P,1.71
1803-Feb-06,2379628.00,L,N,0.09
1803-Aug-17,2379820.00,S,p,0.28
1803-Sep-01,2379834.00,L,N,0.40
1804-Jan-27,2379982.00,L,P,1.43
1804-Jul-22,2380160.00,L,P,1.93
1805-Jul-11,2380514.00,L,T,2.42
1806-Jan-05,2380692.00,L,P,1.75
1806-Jul-01,2380868.00,L,N,1.03
1806-Nov-26,2381016.00,L,N,0.14
1806-Dec-25,2381046.00,L,N,0.49
1807-May-21,2381192.00,L,P,1.12
1809-Apr-30,2381902.00,L,P,1.83
1810-Apr-19,2382256.00,L,N,0.44
1810-Oct-12,2382432.00,L,N,0.62
1811-Sep-03,2382758.00,L,P,1.55
1812-Aug-22,2383112.00,L,T,2.80
1813-Feb-01,2383276.00,S,p,0.57
1814-Feb-04,2383644.00,L,N,0.48
1814-Jul-02,2383792.00,L,N,0.65
1814-Jul-17,2383806.00,S,p,0.89
1814-Dec-27,2383970.00,L,P,1.46
1815-Jun-21,2384146.00,L,T,2.06
1815-Dec-16,2384324.00,L,T,2.70
1816-Jun-10,2384500.00,L,T,2.24
1816-Nov-19,2384662.00,S,p,0.87
1816-Dec-04,2384678.00,L,P,1.73
1817-May-16,2384840.00,S,p,0.46
1817-May-30,2384854.00,L,N,0.89
1817-Nov-24,2385032.00,L,N,0.44
1818-Apr-21,2385180.00,L,P,1.42
1818-May-05,2385194.00,S,p,0.22
1819-Apr-10,2385534.00,L,T,2.77
1819-Oct-03,2385710.00,L,T,2.58
1820-Mar-29,2385888.00,L,P,1.59
1821-Feb-17,2386214.00,L,N,0.06
1821-Mar-18,2386242.00,L,N,0.28
1821-Aug-13,2386390.00,L,N,0.45
1821-Sep-12,2386420.00,L,N,0.50
1822-Aug-03,2386746.00,L,P,1.78
1823-Jan-26,2386922.00,L,T,2.72
1825-Jan-05,2387632.00,L,N,0.49
1825-Jun-01,2387778.00,L,P,1.00
1825-Nov-25,2387956.00,L,P,1.31
1826-May-21,2388132.00,L,T,2.39
1826-Nov-14,2388310.00,L,T,2.57
1827-Apr-26,2388472.00,S,p,0.39
1827-Nov-03,2388664.00,L,P,1.95
1828-Apr-14,2388826.00,S,p,0.99
1828-Apr-30,2388842.00,L,N,0.53
1828-Sep-23,2388988.00,L,N,0.14
1828-Oct-23,2389018.00,L,N,0.68
1829-Mar-20,2389166.00,L,P,1.45
1830-Mar-09,2389520.00,L,T,2.75
1830-Sep-03,2389698.00,L,T,2.78
1831-Feb-26,2389874.00,L,P,1.74
1832-Jan-17,2390200.00,L,N,0.25
1832-Jul-13,2390378.00,L,N,0.49
1832-Aug-11,2390406.00,L,N,0.07
1833-Jul-02,2390732.00,L,P,1.90
1833-Dec-27,2390910.00,L,T,2.69
1835-May-12,2391410.00,L,N,0.05
1835-Jun-11,2391440.00,L,P,1.02
1836-Oct-24,2391942.00,L,P,1.14
1837-Apr-20,2392120.00,L,T,2.68
1837-Oct-14,2392296.00,L,T,2.51
1838-Apr-10,2392474.00,L,P,1.68
1838-Oct-03,2392650.00,L,P,1.89
1839-Mar-30,2392828.00,L,N,0.36
1839-Aug-25,2392976.00,L,N,0.33
1840-Feb-17,2393152.00,L,P,1.39
1840-Mar-04,2393168.00,S,p,0.76
1841-Feb-06,2393508.00,L,T,2.70
1842-Jan-26,2393862.00,L,P,1.76
1842-Jul-08,2394024.00,S,p,0.27
1842-Dec-17,2394186.00,L,N,0.11
1843-Jul-11,2394392.00,L,N,0.02
1843-Dec-07,2394542.00,L,P,1.29
1843-Dec-21,2394556.00,S,p,0.63
1844-Jun-01,2394718.00,L,T,2.27
1844-Nov-25,2394896.00,L,T,2.54
1845-May-21,2395072.00,L,T,2.05
1845-Nov-14,2395250.00,L,P,1.99
1846-Apr-11,2395398.00,L,N,0.10
1846-Oct-05,2395574.00,L,N,0.08
1847-Apr-01,2395752.00,L,P,1.37
1847-Sep-24,2395928.00,L,P,1.37
1847-Oct-09,2395944.00,S,p,0.78
1848-Mar-19,2396106.00,L,T,2.68
1849-Mar-09,2396460.00,L,P,1.78
1849-Sep-02,2396638.00,L,P,1.62
1850-Jan-28,2396786.00,L,N,0.24
1850-Feb-26,2396814.00,L,N,0.54
1850-Aug-23,2396992.00,L,N,0.20
1851-Jan-17,2397140.00,L,P,1.44
1852-Jul-01,2397670.00,L,T,2.52
1852-Dec-11,2397834.00,S,p,0.11
1852-Dec-26,2397848.00,L,P,1.76
1853-Dec-15,2398202.00,L,N,0.49
1854-May-12,2398350.00,L,P,1.20
1854-Nov-05,2398528.00,L,P,1.10
1855-May-16,2398720.00,S,p,0.25
1856-Oct-14,2399236.00,L,P,1.96
1857-Sep-18,2399576.00,S,p,0.83
1857-Oct-03,2399590.00,L,N,0.66
1858-Feb-28,2399738.00,L,P,1.36
1858-Aug-24,2399916.00,L,P,1.51
1859-Feb-17,2400092.00,L,T,2.67
1859-Aug-13,2400270.00,L,T,2.89
1860-Feb-07,2400448.00,L,P,1.78
1860-Aug-01,2400624.00,L,P,1.50
1861-Jan-26,2400802.00,L,N,0.50
1861-Jun-22,2400948.00,L,N,0.74
1861-Jul-08,2400964.00,S,p,0.11
1861-Jul-22,2400978.00,L,N,0.17
1862-Dec-21,2401496.00,S,p,0.18
1863-Jun-02,2401658.00,L,T,2.17
1864-May-21,2402012.00,L,N,0.75
1864-Nov-13,2402188.00,L,N,0.77
1865-Oct-05,2402514.00,L,P,1.30
1866-Sep-24,2402868.00,L,T,2.59
1867-Mar-06,2403032.00,S,p,0.02
1867-Sep-14,2403224.00,L,P,1.73
1868-Mar-09,2403400.00,L,N,0.58
1868-Aug-18,2403562.00,S,p,0.69
1869-Jan-28,2403726.00,L,P,1.43
1869-Jul-23,2403902.00,L,P,1.60
1870-Jan-17,2404080.00,L,T,2.68
1870-Jul-13,2404256.00,L,T,2.66
1871-Jan-06,2404434.00,L,P,1.77
1871-Jul-02,2404610.00,L,P,1.29
1871-Dec-12,2404774.00,S,p,0.59
1871-Dec-27,2404788.00,L,N,0.51
1872-May-23,2404936.00,L,P,1.08
1872-Jun-06,2404950.00,S,p,0.64
1873-May-12,2405290.00,L,T,2.45
1873-Nov-04,2405466.00,L,T,2.41
1874-May-01,2405644.00,L,P,1.90
1874-Oct-10,2405806.00,S,p,0.68
1875-Apr-06,2405984.00,S,p,0.20
1875-Apr-20,2405998.00,L,N,0.55
1875-Sep-15,2406146.00,L,N,0.11
1875-Oct-15,2406176.00,L,N,0.72
1876-Sep-04,2406502.00,L,P,1.39
1877-Feb-27,2406678.00,L,T,2.64
1877-Aug-24,2406856.00,L,T,2.76
1878-Feb-17,2407032.00,L,P,1.80
1878-Aug-13,2407210.00,L,P,1.65
1879-Jan-08,2407358.00,L,N,0.08
1879-Feb-07,2407388.00,L,N,0.51
1879-Jul-04,2407534.00,L,N,0.61
1879-Jul-19,2407550.00,S,p,0.09
1879-Dec-28,2407712.00,L,P,1.26
1880-Jun-22,2407888.00,L,T,2.01
1880-Dec-16,2408066.00,L,T,2.50
1881-Dec-05,2408420.00,L,P,2.04
1882-May-17,2408582.00,S,p,0.59
1882-Jun-01,2408598.00,L,N,0.87
1882-Nov-25,2408774.00,L,N,0.80
1883-Apr-22,2408922.00,L,P,1.16
1884-Apr-10,2409276.00,L,T,2.51
1884-Oct-05,2409454.00,L,T,2.52
1885-Mar-30,2409630.00,L,P,1.91
1886-Feb-18,2409956.00,L,N,0.21
1886-Aug-14,2410132.00,L,N,0.05
1887-Aug-03,2410486.00,L,P,1.46
1887-Aug-19,2410502.00,S,p,0.08
1888-Jan-29,2410666.00,L,T,2.67
1889-Jul-13,2411196.00,L,P,1.43
1890-Jun-17,2411536.00,S,p,0.90
1890-Jul-02,2411550.00,L,N,0.10
1890-Nov-26,2411698.00,L,P,1.05
1891-May-23,2411876.00,L,T,2.32
1891-Nov-16,2412052.00,L,T,2.38
1892-May-12,2412230.00,L,P,2.02
1892-Nov-04,2412406.00,L,T,2.06
1893-May-01,2412584.00,L,N,0.67
1893-Sep-26,2412732.00,L,N,0.02
1894-Mar-21,2412908.00,L,P,1.25
1894-Apr-06,2412924.00,S,p,0.74
1895-Mar-11,2413264.00,L,T,2.59
1896-Feb-28,2413618.00,L,P,1.83
1897-Jan-19,2413944.00,L,N,0.07
1897-Aug-12,2414148.00,L,N,0.45
1898-Jan-08,2414298.00,L,P,1.25
1898-Jan-22,2414312.00,S,p,0.83
1898-Jul-04,2414474.00,L,P,1.87
1898-Dec-28,2414652.00,L,T,2.48
1899-Jun-23,2414828.00,L,T,2.44
1899-Dec-17,2415006.00,L,P,2.05
1900-Dec-06,2415360.00,L,N,0.82
1901-May-03,2415508.00,L,N,1.04
1901-Oct-27,2415684.00,L,P,1.18
1901-Nov-11,2415700.00,S,p,0.56
1902-Apr-22,2415862.00,L,T,2.40
1902-Oct-31,2416054.00,S,p,0.20
1903-Mar-29,2416202.00,S,p,0.30
1903-Apr-12,2416216.00,L,P,1.99
1903-Oct-06,2416394.00,L,P,1.91
1904-Mar-17,2416556.00,S,p,0.21
1904-Mar-31,2416570.00,L,N,0.70
1904-Sep-24,2416748.00,L,N,0.54
1905-Feb-19,2416896.00,L,P,1.38
1906-Aug-04,2417426.00,L,T,2.76
1907-Jan-14,2417590.00,S,p,0.79
1907-Jan-29,2417604.00,L,P,1.79
1908-Jan-18,2417958.00,L,N,0.54
1908-Jun-14,2418106.00,L,N,0.81
1908-Jul-14,2418136.00,L,N,0.23
1908-Dec-08,2418284.00,L,N,1.03
1909-Jun-04,2418462.00,L,T,2.18
1910-Nov-17,2418992.00,L,T,2.09
1911-Oct-22,2419332.00,S,p,0.59
1911-Nov-06,2419346.00,L,N,0.81
1912-Apr-02,2419494.00,L,P,1.19
1912-Apr-17,2419510.00,S,p,0.05
1912-Sep-26,2419672.00,L,P,1.18
1913-Mar-22,2419848.00,L,T,2.53
1913-Sep-15,2420026.00,L,T,2.51
1914-Aug-21,2420366.00,S,p,0.80
1914-Sep-04,2420380.00,L,P,1.91
1915-Mar-01,2420558.00,L,N,0.56
1915-Aug-25,2420734.00,L,N,0.57
1917-Jul-05,2421414.00,L,T,2.58
1917-Dec-28,2421590.00,L,T,2.06
1918-Dec-17,2421944.00,L,N,0.83
1919-May-15,2422094.00,L,N,0.91
1919-Nov-08,2422270.00,L,P,1.15
1920-May-03,2422448.00,L,T,2.28
1920-Oct-27,2422624.00,L,T,2.40
1921-Oct-17,2422980.00,L,P,1.99
1922-Apr-12,2423156.00,L,N,0.78
1922-Sep-21,2423318.00,S,p,0.23
1922-Oct-06,2423334.00,L,N,0.64
1924-Feb-20,2423836.00,L,T,2.63
1924-Aug-14,2424012.00,L,T,2.63
1925-Feb-09,2424190.00,L,P,1.81
1925-Aug-04,2424366.00,L,P,1.69
1926-Jan-29,2424544.00,L,N,0.56
1926-Jun-26,2424692.00,L,N,0.68
1927-Dec-08,2425222.00,L,T,2.34
1928-Jun-03,2425400.00,L,T,2.31
1928-Nov-12,2425562.00,S,p,0.48
1929-May-09,2425740.00,S,p,0.03
1929-May-23,2425754.00,L,N,0.94
1929-Nov-17,2425932.00,L,N,0.85
1930-Oct-07,2426256.00,L,P,1.09
1931-Apr-02,2426434.00,L,T,2.46
1931-Sep-26,2426610.00,L,T,2.41
1932-Mar-22,2426788.00,L,P,1.93
1932-Sep-14,2426964.00,L,P,2.03
1933-Feb-10,2427114.00,L,N,0.02
1933-Mar-12,2427144.00,L,N,0.59
1933-Aug-06,2427290.00,L,N,0.23
1933-Aug-21,2427306.00,S,p,0.90
1934-Jan-30,2427468.00,L,P,1.21
1934-Jul-26,2427644.00,L,P,1.60
1935-Jan-19,2427822.00,L,T,2.45
1936-Jan-08,2428176.00,L,T,2.07
1936-Jun-19,2428338.00,S,p,0.18
1936-Jul-04,2428354.00,L,P,1.28
1938-Nov-08,2429210.00,L,T,2.36
1939-May-03,2429386.00,L,T,2.18
1940-Mar-24,2429712.00,L,N,0.08
1941-Mar-13,2430066.00,L,P,1.30
1941-Sep-05,2430242.00,L,P,1.09
1941-Sep-21,2430258.00,S,p,0.51
1942-Mar-03,2430422.00,L,T,2.59
1943-Aug-15,2430952.00,L,P,1.81
1944-Jul-20,2431292.00,S,p,0.73
1944-Aug-04,2431306.00,L,N,0.48
1944-Dec-29,2431454.00,L,N,1.02
1945-Jun-25,2431632.00,L,P,1.89
1945-Dec-19,2431808.00,L,T,2.33
1946-Jun-14,2431986.00,L,T,2.46
1946-Dec-08,2432162.00,L,T,2.13
1947-Jun-03,2432340.00,L,P,1.08
1948-Apr-23,2432664.00,L,P,1.02
1948-May-09,2432680.00,S,p,0.46
1948-Oct-18,2432842.00,L,N,1.01
1949-Oct-07,2433196.00,L,T,2.31
1950-Apr-02,2433374.00,L,T,2.00
1951-Sep-15,2433904.00,L,N,0.80
1952-Feb-11,2434054.00,L,P,1.18
1952-Feb-25,2434068.00,S,p,0.41
1952-Aug-05,2434230.00,L,P,1.47
1953-Jan-30,2434408.00,L,T,2.43
1953-Jul-26,2434584.00,L,T,2.83
1954-Jan-19,2434762.00,L,T,2.08
1954-Jun-30,2434924.00,S,p,0.94
1954-Jul-16,2434940.00,L,P,1.42
1955-Jan-08,2435116.00,L,N,0.86
1955-Jun-05,2435264.00,L,N,0.62
1955-Jun-20,2435278.00,S,p,0.38
1955-Nov-29,2435440.00,L,P,1.09
1955-Dec-14,2435456.00,S,p,0.40
1956-May-24,2435618.00,L,P,2.02
1956-Dec-02,2435810.00,S,p,0.34
1957-May-14,2435972.00,L,T,2.30
1957-Nov-07,2436150.00,L,T,2.10
1958-Apr-19,2436312.00,S,p,0.41
1958-May-03,2436326.00,L,P,0.97
1958-Oct-27,2436504.00,L,N,0.78
1959-Mar-24,2436652.00,L,P,1.24
1959-Sep-17,2436828.00,L,N,0.99
1960-Sep-05,2437182.00,L,T,2.40
1961-Feb-15,2437346.00,S,p,0.24
1961-Mar-02,2437360.00,L,P,1.88
1962-Feb-19,2437714.00,L,N,0.61
1962-Aug-15,2437892.00,L,N,0.60
1963-Jan-10,2438040.00,L,N,1.02
1963-Jul-07,2438218.00,L,P,1.74
1963-Dec-30,2438394.00,L,T,2.32
1964-Jun-25,2438572.00,L,T,2.62
1964-Dec-19,2438748.00,L,T,2.15
1965-Jun-14,2438926.00,L,P,1.24
1965-Nov-23,2439088.00,S,p,0.81
1965-Dec-08,2439102.00,L,N,0.88
1966-May-05,2439250.00,L,N,0.92
1966-May-20,2439266.00,S,p,0.42
1966-Oct-29,2439428.00,L,N,0.95
1967-Apr-24,2439604.00,L,T,2.29
1967-Oct-18,2439782.00,L,T,2.23
1968-Sep-22,2440122.00,S,p,0.78
1968-Oct-06,2440136.00,L,T,2.22
1969-Apr-02,2440314.00,L,N,0.70
1969-Sep-25,2440490.00,L,N,0.90
1971-Aug-06,2441170.00,L,T,2.70
1972-Jan-30,2441346.00,L,T,2.10
1973-Jan-19,2441702.00,L,N,0.87
1973-Jun-16,2441850.00,L,N,0.47
1973-Dec-10,2442026.00,L,P,1.08
1974-Jun-05,2442204.00,L,P,1.88
1974-Nov-29,2442380.00,L,T,2.31
1975-Nov-19,2442736.00,L,T,2.13
1976-Apr-29,2442898.00,S,p,0.72
1976-May-13,2442912.00,L,P,1.08
1976-Nov-07,2443090.00,L,N,0.84
1978-Mar-24,2443592.00,L,T,2.48
1978-Sep-16,2443768.00,L,T,2.31
1979-Mar-13,2443946.00,L,P,1.94
1979-Sep-06,2444122.00,L,T,2.04
1980-Feb-16,2444286.00,S,p,0.68
1980-Mar-02,2444300.00,L,N,0.66
1980-Jul-27,2444448.00,L,N,0.25
1981-Jul-31,2444816.00,S,p,0.32
1982-Jan-09,2444978.00,L,T,2.31
1982-Dec-15,2445318.00,S,p,0.25
1982-Dec-30,2445334.00,L,T,2.15
1983-Dec-20,2445688.00,L,N,0.89
1984-Jun-13,2445864.00,L,N,0.07
1984-Nov-08,2446012.00,L,N,0.90
1985-May-04,2446190.00,L,T,2.19
1985-Oct-28,2446366.00,L,T,2.17
1986-Apr-24,2446544.00,L,T,2.16
1986-Oct-17,2446720.00,L,T,2.30
1987-Apr-14,2446900.00,L,N,0.78
1987-Sep-23,2447062.00,S,p,0.42
1988-Mar-03,2447224.00,L,N,1.09
1988-Mar-18,2447238.00,S,p,0.24
1988-Sep-11,2447416.00,S,p,0.18
1989-Feb-20,2447578.00,L,T,2.37
1990-Feb-09,2447932.00,L,T,2.12
1990-Aug-06,2448110.00,L,P,1.70
1991-Jul-26,2448464.00,L,N,0.25
1991-Dec-21,2448612.00,L,P,1.06
1992-Dec-10,2448966.00,L,T,2.29
1993-Jun-04,2449142.00,L,T,2.55
1995-Apr-15,2449822.00,L,P,1.08
1995-Oct-08,2449998.00,L,N,0.82
1995-Oct-24,2450014.00,S,p,0.98
1996-Apr-04,2450178.00,L,T,2.41
1996-Sep-27,2450354.00,L,T,2.22
1997-Sep-16,2450708.00,L,T,2.14
1998-Aug-22,2451048.00,S,p,0.07
1999-Jan-31,2451210.00,L,N,1.00
1999-Jul-28,2451388.00,L,P,1.43
1999-Aug-11,2451402.00,S,p,0.88
2000-Jul-16,2451742.00,L,T,2.84
2001-Jan-09,2451918.00,L,T,2.16
2001-Jul-05,2452096.00,L,P,1.55
2001-Dec-30,2452274.00,L,N,0.89
2002-May-26,2452420.00,L,N,0.69
2002-Jun-25,2452450.00,L,N,0.21
2002-Nov-20,2452598.00,L,N,0.86
2003-May-31,2452790.00,S,p,0.05
2003-Nov-09,2452952.00,L,T,2.11
2004-May-04,2453130.00,L,T,2.26
2004-Oct-28,2453306.00,L,T,2.36
2005-Oct-03,2453646.00,S,p,0.13
2005-Oct-17,2453660.00,L,P,1.06
2006-Mar-15,2453810.00,L,N,1.03
2006-Mar-29,2453824.00,S,p,0.23
2006-Sep-07,2453986.00,L,P,1.13
2007-Mar-04,2454164.00,L,T,2.32
2007-Mar-19,2454178.00,S,p,0.55
2008-Feb-21,2454518.00,L,T,2.15
