journal	paper	subject	category	author	url	size_in_kb	year	ju_url
IJHS-30-1995-Issue-1	Making Mountains out of Molehills? George Everest and Henry Barrow, 1830-39	Other	Western	 Jane Insley	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_1_5_JInsley.pdf	147.0		
IJHS-30-1995-Issue-1	The Method for Finding out the Number of Moons and their Families in the Tiloyapannatti	Astronomy	Indic	 L C Jain and Kumari Prabha Jain	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_1_6_LCJain.pdf	192.0		
IJHS-30-1995-Issue-1	Book Review	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_1_7_BookReview.pdf	51.0		
IJHS-30-1995-Issue-1	A National Report on Studies in HOS in India (1990-93)	Other	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_1_8_ReviewReport.pdf	208.0		
IJHS-30-1995-Issue-2to4	Kattamaran in South Kerala— A Study of Constructional Techniques	Other	Indic	 A P Greeshmalatha and G V Rajamanickam	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_1_APGreeshmalatha.pdf	562.0		
IJHS-30-1995-Issue-2to4	Certain Special Features of the Ancient Jaina Calender	Math	Indic	 L C Jain and Kumari Prabha Jain	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_2_LCJain.pdf	459.0		
IJHS-30-1995-Issue-2to4	Tabaqat Al–Umam of Qadi Sai–id Al–Andalusi (1029-1070)	Culture	Arabic	 M S Khan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_3_MSKhan.pdf	349.0		
IJHS-30-1995-Issue-2to4	Three 19th Century Calcutta Astronomers	Astronomy	Indic	 A K Chakravarty	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_4_AKChakravarty.pdf	137.0		
IJHS-30-1995-Issue-2to4	Book Reviews	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_5_BookReviews.pdf	51.0		
IJHS-30-1995-Issue-2to4	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_6_News.pdf	47.0		
IJHS-30-1995-Issue-2to4	SupplementHistory of Magnetic Studies in India 1850to1980-— A Bibliography	Other	Indic	 Jayanta Sthanapati and S N Sen	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol30_2and3and4_7_Supplementary_HistoryofMagneticStudiesinIndia.pdf	3495.0		
IJHS-31-1996-Issue-1	Evolution of Dating System	Other	Other	 A K Charavarty	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_1_AKChakravarty.pdf	211.0		
IJHS-31-1996-Issue-1	Kalyuga‚ Saptarsi‚ Yudhisthra and Laukika Eras	Other	Indic	 K D Abhyankar and G M Ballabh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_2_KDAbhyankar.pdf	262.0		
IJHS-31-1996-Issue-1	Vikrama Era	Other	Indic	 Ajay Mitra Shastri	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_3_AMShastri_vikrama.pdf	589.0		
IJHS-31-1996-Issue-1	Saka Era	Other	Indic	 Ajay Mitra Shastri	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_4_AMShastri_Saka.pdf	445.0		
IJHS-31-1996-Issue-1	Bengali San	Other	Indic	 Amitabha Bhattacharyya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_5_ABhattacharyya.pdf	63.0		
IJHS-31-1996-Issue-1	Kollam Era	Other	Indic	 K V Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_6_KVSarma.pdf	94.0		
IJHS-31-1996-Issue-1	News and Seminar Publications	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_7_NewsSeminarPublications.pdf	94.0		
IJHS-31-1996-Issue-1	Supplement: History of Magnetic Studies in India 1850–1980	Other	Indic	 Jayanta Sthanapati	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_1_8_SupplementBibliographyon%20MagneticStudies.pdf	2752.0		
IJHS-31-1996-Issue-2	Original Concept of Soma	Other	Indic	 P V Sharma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_1_PVSharma.pdf	323.0		
IJHS-31-1996-Issue-2	A Botanical Account of Valmiki’s Pancavati	Biology	Indic	 K H Krishnamurthy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_2_KHKrishnamurthy.pdf	388.0		
IJHS-31-1996-Issue-2	Theorem of Square on the Diagonal in Vedic Geometry and its Application	Math	Indic	 V Mishra and S L Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_3_VMishra.pdf	104.0		
IJHS-31-1996-Issue-2	Emergence of Vrksayurveda	Agriculture	Indic	 Lallanji Gopal	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_4_LGopal.pdf	83.0		
IJHS-31-1996-Issue-2	Sanskrit Geographical Tables	Other	Indic	 David Pingree	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_5_DPingree.pdf	460.0		
IJHS-31-1996-Issue-2	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_2_6_NewsMonographPublications.pdf	136.0		
IJHS-31-1996-Issue-3	Embyology and Abortion in Indian Antiquity: A Brief Survey	Medicine	Indic	 H Willer Laale	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_1_HWLaale.pdf	477.0		
IJHS-31-1996-Issue-3	Sanskrit Vastu–Works on Soil–Testing	Other	Indic	 Manabendu Banerjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_2_MBanerjee.pdf	156.0		
IJHS-31-1996-Issue-3	Conjunction of Jupiter with δ Cancri	Astronomy	Indic	 S D Sharma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_3_SDSharma.pdf	70.0		
IJHS-31-1996-Issue-3	A Note on Ancient Zinc Smelting in India and China	Metallurgy	Other	 Vijaya Deshpande	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_4_VDeshpande.pdf	76.0		
IJHS-31-1996-Issue-3	Evaluation of the Accuracy of Measurements in Indian Astronomy – I: Samanta Candrasekhara	Astronomy	Indic	 P K Misra	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_5_PKMisra.pdf	106.0		
IJHS-31-1996-Issue-3	Book Review and News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_3_6_BookReviewandNews.pdf	1.0		
IJHS-31-1996-Issue-4	Beginning of Scientific Observations: Founding of Linguistic Science in India	Linguistics	Indic	 Malati J Shendge	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_1_MJShendge.pdf	485.0		
IJHS-31-1996-Issue-4	Water in Ancient India	Other	Indic	 Radha Krishnamurthy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_2_RKrishnamurthy.pdf	183.0		
IJHS-31-1996-Issue-4	Multiplication and Divisibility of Numbers – The Sutra Way	Math	Indic	 S Das	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_3_SDas.pdf	335.0		
IJHS-31-1996-Issue-4	Musavijnana or the Ancient Science of Crucibles	Metallurgy	Indic	 Vijaya Jayant Deshpande	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_4_VJDeshpande.pdf	278.0		
IJHS-31-1996-Issue-4	JC Bose’s Views on Biological Rhythms	Biology	Indic	 M K Chandrashekaran and R Subbaraj	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_5_MKChandrashekaran.pdf	150.0		
IJHS-31-1996-Issue-4	Norman Gill: The Pioneer Horticulturist of the Hills of Uttar Pradesh – A Tribute	Agriculture	Western	 N C Shah	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol31_4_6_NCShah.pdf	155.0		
IJHS-32-1997-Issue-1	Use of Metals in Ayuevedic Medicine	Medicine	Indic	 Bhanu Prakash	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_1_BPrakash.pdf	600.0		
IJHS-32-1997-Issue-1	Traditional Sea Knowledge Prevailing among Tribes of Andaman and Nicobar Islands	Culture	Indic	 G V Rajamanickam	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_2_GVRajamanickam.pdf	461.0		
IJHS-32-1997-Issue-1	Ancient and Medieval Star Catalogues	Astronomy	Other	 George Abraham	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_3_GAbraham.pdf	59.0		
IJHS-32-1997-Issue-1	The Concept of Cyclic Quadilaterals: Its Origin and Development in India (From the Age of Sulba Sutras to Bhaskara I)	Math	Indic	 A Mukhopadhyay and MR Adhikari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_4_AMukhopadhyay.pdf	247.0		
IJHS-32-1997-Issue-1	A Note on Kali Era	Other	Indic	 S K Chatterjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_5_SKChatterjee.pdf	216.0		
IJHS-32-1997-Issue-1	A Note on the Vikrama and Saka Eras	Other	Indic	 B N Mukherjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_6_BNMukherjee.pdf	102.0		
IJHS-32-1997-Issue-1	Book Review: Kasyapa–Samhita	General	Other	 S C Sankhyadhar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_7_BookReview.pdf	51.0		
IJHS-32-1997-Issue-1	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_9_NewsandAcademyPublicationsonHOS.pdf	130.0		
IJHS-32-1997-Issue-1	Supplement: Rasahrdayatantram	Medicine	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_1_10_SupplementRasahrdayatantramCh1to10.pdf	2446.0		
IJHS-32-1997-Issue-2	On th Science of Consciousness in Ancient India	MindSciences	Indic	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_1_SCKak.pdf	216.0		
IJHS-32-1997-Issue-2	Stone Anchors: The Need for Methodical Recording	Other	Other	 Honor Frost	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_2_HFrost.pdf	102.0		
IJHS-32-1997-Issue-2	First Degree Indeterminate Analysis in Ancient India and its Application by Virasena	Math	Indic	 V Mishra and S L Singh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_3_VMishra.pdf	80.0		
IJHS-32-1997-Issue-2	Variable Radius Epicycle Model	Astronomy	Other	 George Abraham	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_4_GAbraham.pdf	50.0		
IJHS-32-1997-Issue-2	Guru Jones—A Private Engineer in the Colonial Trap	Other	Indic	 Amitabha Ghosh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_5_AGhosh.pdf	313.0		
IJHS-32-1997-Issue-2	In Quests of Early Manuscripts/ Collections Dealing with Science and Technology in India	Other	Indic	 K V Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_6_KVSarma.pdf	187.0		
IJHS-32-1997-Issue-2	Book Review: Technology and the Raj by Roy McLeod and Deepak Kumar	General	Other	 Chittabrata Palit	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_7_BookReview.pdf	58.0		
IJHS-32-1997-Issue-2	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_2_8_NewsIndoPortuguesePublicationsonHOS.pdf	77.0		
IJHS-32-1997-Issue-3	True Rationale of Surya Siddhanta	Astronomy	Indic	 K Chandra Hari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_3_1_KCHari.pdf	145.0		
IJHS-32-1997-Issue-3	Some Medieval Arithmetical Tables	Math	Indic	 S R Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_3_2_SRSarma.pdf	125.0		
IJHS-32-1997-Issue-3	Early History of the Astrolabe in India	Astronomy	Indic	 Yukio Ohashi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_3_3_YOhashi.pdf	1491.0		
IJHS-32-1997-Issue-3	Book Review: Minerals and Metals in Ancient India by A K Biswas	General	Other	 A M Shastri	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_3_4_BookReview.pdf	89.0		
IJHS-32-1997-Issue-4	Three old Indian Values of Π	Math	Indic	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_1_SCKak.pdf	124.0		
IJHS-32-1997-Issue-4	Arithmetic Operation of Division with Special Reference to Bhaskara II’s Lilavati and its Commentaries	Math	Indic	 V M Mallayya	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_2_VMMallayya.pdf	182.0		
IJHS-32-1997-Issue-4	Balinese Traditional Calendar	Astronomy	Fareast	 SK Chatterjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_3_SKChatterjee.pdf	300.0		
IJHS-32-1997-Issue-4	Guttur – An Iron Age Industrial Centre in Dharmapuri District	Metallurgy	Indic	 B Raghunatha Rao and B Sasisekaran	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_4_BRRao.pdf	526.0		
IJHS-32-1997-Issue-4	Lolimbaraja and his Contribution to Medicine	Medicine	Indic	 Nirmal Saxena	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_5_NSaxena.pdf	181.0		
IJHS-32-1997-Issue-4	The Portugese and the Study of Medicinal Plants in India in the Sixteenth Century	Medicine	Indic	 K S Matthew	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_6_KSMathew.pdf	156.0		
IJHS-32-1997-Issue-4	Book Reviews	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_7_BookReviewaAndSRSarma.pdf	61.0		
IJHS-32-1997-Issue-4	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol32_4_8_NewsMagicSquare.pdf	36.0		
IJHS-33-1998-Issue-1	Babylonian Mathematics	Math	Other	 Swapan Kumar Adhikari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_1_SKAdhikari.pdf	249.0		
IJHS-33-1998-Issue-1	Vena‚ Veda‚ Venus	Astronomy	Indic	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_2_SCKak.pdf	85.0		
IJHS-33-1998-Issue-1	Sayana’s Astronomy	Astronomy	Indic	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_3_SCKak.pdf	78.0		
IJHS-33-1998-Issue-1	Contemporaneity of the Perception on Environment in Kautilya’s Arthasastra	Philosophy	Indic	 Sunil Sen Sarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_4_SSSarma.pdf	185.0		
IJHS-33-1998-Issue-1	Some Aspects of Biodiversity and Indian Traditions	Biology	Indic	 S K Jain	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_5_SKJain.pdf	198.0		
IJHS-33-1998-Issue-1	Kepler and the Origin of Modern Science	Other	Western	 SJ Job Kozhamthadam	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_6_SJJKozhamthadam.pdf	329.0		
IJHS-33-1998-Issue-1	Publication on History of Science	Other	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_7_PublicationonHOS.pdf	84.0		
IJHS-33-1998-Issue-1	Supplement: Tantrasamgraha of Nilakantha Somayaji	Math	Indic	 K V Sarma and V S Narasimhan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_1_8_Supplement.pdf	594.0		
IJHS-33-1998-Issue-2	Early Theories on the Distance to the Sun	Astronomy	Western	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_1_SCKak.pdf	115.0		
IJHS-33-1998-Issue-2	Enigma of the Five–Year Yuga of Vedanga Jyotisa	Astronomy	Indic	 B N Narahari Achar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_2_BNNAchar.pdf	157.0		
IJHS-33-1998-Issue-2	Seismological Zones of Varahamihira	Other	Indic	 Srinivas Madabhushi and P Srirama Murty	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_3_SMadabhushi.pdf	132.0		
IJHS-33-1998-Issue-2	A Step Towards Incommensurability of Π and Bhaskara (I): An Episode of the Sixth Century AD	Math	Indic	 A Mukhopadhyay and M R Adhikari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_4_AMukhopadhyay.pdf	191.0		
IJHS-33-1998-Issue-2	Indian Craft Technology: Static or Changing – A Case Study of the Kansari’s Craft in Bengal‚ 16th to 18th Centuries	Metallurgy	Indic	 Smritikumar Sarkar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_5_SSarkar.pdf	255.0		
IJHS-33-1998-Issue-2	Traditional Calender of Myanmar (Burma)	Other	Fareast	 S K Chatterjee	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_6_SKChatterjee.pdf	263.0		
IJHS-33-1998-Issue-2	News: A Non–Conventional Formula to Calculate the Area of Circle	General	Other	 R S J Reddy	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_7_News.pdf	36.0		
IJHS-33-1998-Issue-2	Projects Approved and Renewed by the Indian National Commission for History of Science	Other	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_8_ProjectsApproved.pdf	45.0		
IJHS-33-1998-Issue-2	Academy Publications on History of Science	Other	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_9_AcademyPublicationsofHOS.pdf	79.0		
IJHS-33-1998-Issue-2	Supplement: Tantrasamgraha of Nilakantha Somayaji	Astronomy	Indic	 K V Sarma and V S Narasimhan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_2_10_Supplement.pdf	611.0		
IJHS-33-1998-Issue-3	The SunU+2019 ’s Orbit in the Brahmanas	Astronomy	Indic	 Subhash C Kak	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_1_SCKak.pdf	213.0		
IJHS-33-1998-Issue-3	On the Origin of KaliyugadiU+2019 ’ Synodic Super-Conjunction	Astronomy	Indic	 K Chandra Hari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_2_KCHari.pdf	114.0		
IJHS-33-1998-Issue-3	Sriyantra – A Study of Spherical and Plane Forms	Math	Indic	 C S Rao	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_3_CSRao.pdf	325.0		
IJHS-33-1998-Issue-3	Spectroscopy in Ancient India: An Application of Spectroscopy to Astrophysics	Astronomy	Indic	 N G Dongre	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_4_NGDongre.pdf	161.0		
IJHS-33-1998-Issue-3	History of Science and Technology in India– Quicksands of Paradigm	Other	Indic	 Anirban Das	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_5_ADas.pdf	152.0		
IJHS-33-1998-Issue-3	Academy Publications on History of Science and Announcement	Other	Indic	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_6_AcademyPublicationsofHOS.pdf	88.0		
IJHS-33-1998-Issue-3	Supplement: Tantrasamgraha of Nilakantha Somayaji	Astronomy	Indic	 K V Sarma and V S Narasimhan	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_3_7_Supplement.pdf	789.0		
IJHS-33-1998-Issue-4	On the Origin of Sidereal Zodiac and Astronomy	Astronomy	Indic	 K Chandra Hari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_1_KCHari.pdf	171.0		
IJHS-33-1998-Issue-4	Conservation of Biodiversity in Manu–Samhita	Biology	Indic	 Priyadarsan Sensarma	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_2_PSensarma.pdf	120.0		
IJHS-33-1998-Issue-4	Prakasa Stambhanabhida Lauha of Maharsi Bharadvaja	Metallurgy	Indic	 N G Dongre, S K Malavia and P ramachandra Rao	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_3_NGDongre.pdf	177.0		
IJHS-33-1998-Issue-4	Dr Mahendralal Sircar and Homeopathy	Medicine	Indic	 Chittabrata Palit	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_4_CPalit.pdf	213.0		
IJHS-33-1998-Issue-4	Academy Publications on History of Science	Other	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_5_AcademysPublicationsonHOS.pdf	84.0		
IJHS-33-1998-Issue-4	News	General	Other	 	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_6_News.pdf	114.0		
IJHS-33-1998-Issue-4	Supplement: The Cylindrical Sundial in India	Astronomy	Indic	 Yukio Ohashi	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol33_4_7_Supplement.pdf	1024.0		
IJHS-34-1999-Issue-1	A Critical Study of Vedic Mathematics of Sankaracarya SriBharatiKrsna Tirthaji Maharaj	Math	Indic	 K Chandra Hari	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol34_1_1_KCHari.pdf	288.0		
IJHS-34-1999-Issue-1	Betel Vine (Piper Betle L.) Cultivation_A Unique Case of Plant Establishment under Anthropogenically Regulated Microclimatic Conditions	Agriculture	Indic	 Nikhil Kumar	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol34_1_2_NKumar.pdf	1167.0		
IJHS-34-1999-Issue-1	Smelting Furnaces in Ancient India	Metallurgy	Indic	 Rina Shrivastava	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol34_1_3_RShrivastva.pdf	721.0		
IJHS-34-1999-Issue-1	PreCommercial Era of Sound Recording in India	Music	Indic	 Amitabha Ghosh	https://insa.nic.in/(S(eh1ucortlbqqezipwgliy3mn))/writereaddata/UpLoadedFiles/IJHS/Vol34_1_4_AGhosh.pdf	223.0		
