m	s	im	is	confidence	edit_dist	i_edit_dist
ब्रह्मदत्ते	ब्रह्मदत्ते	brahmadatte	brahmadatte	1.0	0	0
ब्रह्मदेय्यं	ब्रह्मदेय्यं	brahmadeyyam	brahmadeyyam	1.0	0	0
ब्राह्मण	ब्राह्मण	brahmana	brahmana	1.0	0	0
ब्राह्मणं	ब्राह्मणं	brahmanam	brahmanam	1.0	0	0
ब्राह्मणकुले	ब्राह्मणकुले	brahmanakule	brahmanakule	1.0	0	0
ब्राह्मणगामो	ब्राह्मणग्रामः	brahmanagamo	brahmanagramah	0.75	3	3
ब्राह्मणजातिका	ब्राह्मणजातिकौ	brahmanajatika	brahmanajatikau	0.9285714285714286	1	1
ब्राह्मणपामोक्खे	ब्राह्मणप्रमुखान्	brahmanapamokkhe	brahmanapramukhan	0.625	7	5
ब्राह्मणस्स	ब्राह्मणस्य	brahmanassa	brahmanasya	0.9090909090909091	1	1
ब्राह्मणा	ब्राह्मणाः	brahmana	brahmanah	0.8888888888888888	1	1
ब्राह्मणानं	ब्राह्मणेभ्यः	brahmananam	brahmanebhyah	0.5454545454545454	5	5
ब्राह्मणो	ब्राह्मणो	brahmano	brahmano	1.0	0	0
भगवता	भगवता	bhagavata	bhagavata	1.0	0	0
भगवतो	भगवतः	bhagavato	bhagavatah	0.7	1	2
भगवन्तं	भगवन्तं	bhagavantam	bhagavantam	1.0	0	0
भगवा	भगवान्	bhagava	bhagavan	0.625	2	1
भगवाति	भगवति	bhagavati	bhagavati	0.9166666666666666	1	0
भगवा…पे॰…	भगवान्	bhagava…pe॰…	bhagavan	0.4444444444444444	5	5
भन्ते	हन्त	bhante	hanta	0.6	2	2
भरियाय	भार्यायाः	bhariyaya	bharyayah	0.5	4	2
भव	भव	bhava	bhava	1.0	0	0
भवं	भवं	bhavam	bhavam	1.0	0	0
भवतो	भवतो	bhavato	bhavato	1.0	0	0
भवन्तं	भवन्तं	bhavantam	bhavantam	1.0	0	0
भवन्ति	भवन्ति	bhavanti	bhavanti	1.0	0	0
भवन्तु	भवन्तु	bhavantu	bhavantu	1.0	0	0
भवितब्बं	भवितव्यम्	bhavitabbam	bhavitavyam	0.625	4	2
भवितब्बमेवा	भवितव्यमेव	bhavitabbameva	bhavitavyameva	0.7727272727272727	3	2
भविस्सति	भविष्यति	bhavissati	bhavishyati	0.75	2	2
भविस्सती	भविष्यति	bhavissati	bhavishyati	0.6875	3	2
भवे	भवे	bhave	bhave	1.0	0	0
भवेथ्य	भवेत्	bhavethya	bhavet	0.5833333333333333	2	3
भवेय्था	भवेत्	bhaveytha	bhavet	0.5714285714285714	3	3
भातिका	भवतः	bhatika	bhavatah	0.33333333333333337	4	4
भावं	भावं?	bhavam	bhavam?	0.75	1	1
भावनारम्भकिच्चसङ्गहं	भावनारम्भ?	bhavanarambhakichchasa~ngaham	bhavanarambha?	0.32499999999999996	11	16
भावनारम्भे	भावनारम्भे	bhavanarambhe	bhavanarambhe	1.0	0	0
भावेहि	भावय	bhavehi	bhavaya	0.5	3	3
भासा	भाषा	bhasa	bhasha	0.75	1	1
भिक्खवे	भिक्षवः	bhikkhave	bhikshavah	0.6428571428571428	2	3
भिक्खुनियो	भिक्षुण्यः	bhikkhuniyo	bhikshunyah	0.6	4	4
भिक्खुनीहि	भिक्षुणीभिः	bhikkhunihi	bhikshunibhih	0.65	4	3
भिक्खुसङ्घेन	भिक्षुसङ्घेन	bhikkhusa~nghena	bhikshusa~nghena	0.9166666666666666	1	1
भिक्खुसतेहि	भिक्षुशतैः	bhikkhusatehi	bhikshushataih	0.5454545454545454	5	5
भिक्खू	भिक्खू	bhikkhu	bhikkhu	1.0	0	0
भुञ्जित्वा	दत्त्वा	bhu~njitva	dattva	0.4	5	7
भूमि	भूमि	bhumi	bhumi	1.0	0	0
भूमिया	भूमौ	bhumiya	bhumau	0.5	3	3
भो	भो	bho	bho	1.0	0	0
मं	मां	mam	mam	0.75	1	0
मगधमहामत्तो	मगधमहामात्यो	magadhamahamatto	magadhamahamatyo	0.8636363636363636	2	1
मगधरट्ठे	मगधराष्ट्र	magadharatthe	magadharashtra	0.4375	5	4
मग्गं	मार्गं	maggam	margam	0.7	2	1
मग्गस्स	मार्गस्य	maggassa	margasya	0.6428571428571428	3	2
मग्गे	मार्गे	magge	marge	0.7	2	1
मग्गेन	मार्गेण	maggena	margena	0.6666666666666667	3	1
मज्झेकल्याणं	मध्यकल्याणं	majjhekalyanam	madhyakalyanam	0.7083333333333333	3	4
मञ्जु	मन्ये	ma~nju	manye	0.4	3	3
मणं	मागं	manam	magam	0.5	2	1
मणिरतनं	मणिरत्नं	maniratanam	maniratnam	0.8571428571428572	1	1
मत्थकं	मस्तकम्	matthakam	mastakam	0.5	4	2
मधुरफलानं	मधुरफलानाम्	madhuraphalanam	madhuraphalanam	0.8333333333333334	3	0
मधुरसद्दा	मधुरशब्दाः	madhurasadda	madhurashabdah	0.6666666666666667	3	3
मनोसिलतले	मनःशिलातले	manosilatale	manahshilatale	0.6666666666666667	3	3
मन्तधरो	मन्त्रधरः	mantadharo	mantradharah	0.5714285714285714	3	3
मन्तानं	मन्त्राणां	mantanam	mantranam	0.6428571428571428	4	1
मन्तेसु	मन्त्रेषु	mantesu	mantreshu	0.6428571428571428	3	2
मम	मम	mama	mama	1.0	0	0
मय	मम	maya	mama	0.5	1	1
मयं	मयं	mayam	mayam	1.0	0	0
मया	मया	maya	maya	1.0	0	0
मय्हं	मम	mayham	mama	0.30000000000000004	4	3
मरणधम्मो	मरणधर्मः	maranadhammo	maranadharmah	0.6875	2	3
मरम्मदेसे	मरम्मदेशे?	marammadese	marammadeshe?	0.7777777777777778	2	2
मरम्मरट्ठे	मरम्मराष्ट्रे	marammaratthe	marammarashtre	0.65	4	3
मलहरणत्यं	अलहरणार्थं	malaharanatyam	alaharanartham	0.6111111111111112	4	3
महता	महता	mahata	mahata	1.0	0	0
महती	महती	mahati	mahati	1.0	0	0
महन्तं	महत्	mahantam	mahat	0.5	3	3
महाजनो	महाजनो	mahajano	mahajano	1.0	0	0
महातळाकं	महातडागं	mahatalakam	mahatadagam	0.75	2	2
महातळाकस्स	महातडागस्य	mahatalakassa	mahatadagasya	0.7	3	3
महाथेरवरो	महास्थाविरवरः	mahatheravaro	mahasthaviravarah	0.33333333333333337	6	6
महाथेरे	आरभ्य	mahathere	arabhya	0.0714285714285714	7	6
महादानं	महादानं	mahadanam	mahadanam	1.0	0	0
महापजापत	महाप्रजापतिम्	mahapajapata	mahaprajapatim	0.5	5	3
महापुरिसलक्खणानि	महापुरुषलक्षणानि	mahapurisalakkhanani	mahapurushalakshanani	0.8125	3	3
महापुरिसस्स	महापुरुषस्य	mahapurisassa	mahapurushasya	0.7272727272727273	3	3
महामायादेवी	महामायादेवी	mahamayadevi	mahamayadevi	1.0	0	0
महारहानि	महाहण्या	maharahani	mahahanya	0.4375	5	4
महाराज	महाराज	maharaja	maharaja	1.0	0	0
महाराजानो	महाराजानः	maharajano	maharajanah	0.8333333333333334	1	2
महासालरुक्खस्स	महाशालवृक्षस्य	mahasalarukkhassa	mahashalavrrikshasya	0.6071428571428572	5	6
महोदिका	महोदका	mahodika	mahodaka	0.8571428571428572	1	1
मा	मा	ma	ma	1.0	0	0
मागधिको	मागधिकः	magadhiko	magadhikah	0.7857142857142857	1	2
मागधीतिपि	मागधी	magadhitipi	magadhi	0.5555555555555556	4	4
मागधीसङ्खाता	मागधीसंज्ञिता	magadhisa~nkhata	magadhisamj~nita	0.625	4	5
माणवं	माणवकं	manavam	manavakam	0.7	1	2
माणवकेहि	माणवकेहि	manavakehi	manavakehi	1.0	0	0
माणवो	माणवो	manavo	manavo	1.0	0	0
मातुसयनं	शयनं	matusayanam	shayanam	0.375	5	5
मानुस	मानुषम्	manusa	manusham	0.5	3	2
मापेत्वा	मापयित्वा	mapetva	mapayitva	0.6875	2	3
मायादेविया	मायादेव्याः	mayadeviya	mayadevyah	0.8	2	2
मारेन	मारेण	marena	marena	0.9	1	0
मारेस्सामी	मारिष्यामि	maressami	marishyami	0.65	4	3
मालागन्धविभूतिसम्पन्नं	मालागन्धविभूतिसम्पन्नां	malagandhavibhutisampannam	malagandhavibhutisampannam	0.9772727272727273	1	0
मुखं	मुखं	mukham	mukham	1.0	0	0
मुखविवटे	मुखे	mukhavivate	mukhe	0.375	4	6
मुश्चित्वा	मुक्त्वा	mushchitva	muktva	0.6	3	5
मे	मे	me	me	1.0	0	0
मेट्ठकोकुट्ठा	मेट्ठकोकुट्ठौ	metthakokuttha	metthakokutthau	0.9230769230769231	1	1
मोग्गल्लायन	मुद्गलायन	moggallayana	mudgalayana	0.6818181818181819	4	3
मोग्गल्लायनब्यकरणस्स	मुद्गलायनव्याकरणस्य	moggallayanabyakaranassa	mudgalayanavyakaranasya	0.7	7	5
मोग्गल्लायनब्याकरणं	मुद्गलायनव्याकरणं	moggallayanabyakaranam	mudgalayanavyakaranam	0.7631578947368421	5	4
मोग्गल्लायनब्याकरणस्स	मुद्गलायनव्याकरणस्य	moggallayanabyakaranassa	mudgalayanavyakaranasya	0.7380952380952381	6	5
मोग्गल्लायनमहाथेरेन	मुद्गलायनमहास्थाविरेण	moggallayanamahatherena	mudgalayanamahasthavirena	0.5526315789473684	10	7
मोघपुरिसा	मोघपुरुषाः	moghapurisa	moghapurushah	0.6666666666666667	3	3
मोचनत्थं	मोचनार्थम्	mochanattham	mochanartham	0.6875	4	1
यं	यं	yam	yam	1.0	0	0
यथा	यथा	yatha	yatha	1.0	0	0
यथासुखंति	यथासुखम्	yathasukhamti	yathasukham	0.7222222222222222	3	2
यदि	यदि	yadi	yadi	1.0	0	0
यमहं	यमहं	yamaham	yamaham	1.0	0	0
यमेळकेकुटा	यमेळकेकुटौ	yamelakekuta	yamelakekutau	0.9	1	1
यमेळुतेकुला	यमेळुतेकुलौ	yamelutekula	yamelutekulau	0.9090909090909091	1	1
यात्रामूले	यात्रामूले?	yatramule	yatramule?	0.9	1	1
यानस्स	यानस्स	yanassa	yanassa	1.0	0	0
याना	याना	yana	yana	1.0	0	0
यानि	यानि	yani	yani	1.0	0	0
यानेन	यानेन	yanena	yanena	1.0	0	0
यावतिका	यावतिका	yavatika	yavatika	1.0	0	0
युत्तं	युक्तः	yuttam	yuktah	0.6666666666666667	2	2
येन	येन	yena	yena	1.0	0	0
येव	एव	yeva	eva	0.5	2	1
येहि	येहि?	yehi	yehi?	0.75	1	1
यो	यः	yo	yah	0.25	1	2
रचितं	रचितं	rachitam	rachitam	1.0	0	0
रजतदामवण्णाय	रजतदामवर्णया	rajatadamavannaya	rajatadamavarnaya	0.8333333333333334	3	1
रजतपब्बतं	रजतपर्वतम्	rajatapabbatam	rajataparvatam	0.6666666666666667	4	2
रजतपब्बतो	रजतपर्वतः	rajatapabbato	rajataparvatah	0.6111111111111112	3	4
रज्जं	राज्यं	rajjam	rajyam	0.7	2	1
रज्ञो	राजानम्	raj~no	rajanam	0.19999999999999996	5	3
रञ्‍ञा	राज्ञा	ra~n{}~na	raj~na	0.41666666666666663	3	4
रट्ठे	राष्ट्रे	ratthe	rashtre	0.30000000000000004	4	3
रतनानि	रत्नानि	ratanani	ratnani	0.8333333333333334	1	1
रहोगतो	रहोगतो	rahogato	rahogato	1.0	0	0
रागादीनं	रागादीनाम्	ragadinam	ragadinam	0.8125	3	0
राजगहे	राजगृहे	rajagahe	rajagrrihe	0.6666666666666667	1	3
राजदायं	राजदायं	rajadayam	rajadayam	1.0	0	0
राजभोग्गं	राजभोग्यं	rajabhoggam	rajabhogyam	0.8888888888888888	1	1
राजा	राजा	raja	raja	1.0	0	0
रुक्खग्गे	वृक्षाग्रे	rukkhagge	vrrikshagre	0.4444444444444444	5	5
रुक्खे	वृक्षे	rukkhe	vrrikshe	0.41666666666666663	3	4
रूपसिद्धिब्याकरणञ्च	रूपसिद्धिव्याकरणं	rupasiddhibyakarana~ncha	rupasiddhivyakaranam	0.736842105263158	4	6
रूपे	रूपे	rupe	rupe	1.0	0	0
र्ह्य्स्दविद्स्	हीस्द्विद्स्	rhysdavids	hisdvids	0.7	6	3
लडितुं	लङ्घितुम्	laditum	la~nghitum	0.25	5	4
लाजादीहि	लाजादिभिः	lajadihi	lajadibhih	0.6875	3	2
लामकस्स	लामकस्य	lamakassa	lamakasya	0.8571428571428572	1	1
लोकं	लोकं	lokam	lokam	1.0	0	0
लोकविदू	लोकवित्	lokavidu	lokavit	0.7142857142857143	2	2
लोकायतमहापुरिसलक्खणेसु	लोकायतमहापुरुषलक्षणेषु	lokayatamahapurisalakkhanesu	lokayatamahapurushalakshaneshu	0.8181818181818181	4	4
लोके	लोके	loke	loke	1.0	0	0
वक्खथ	वक्ष्यथः	vakkhatha	vakshyathah	0.30000000000000004	4	3
वञ्चितोऽसि	वञ्चितोऽसि	va~nchito.asi	va~nchito.asi	1.0	0	0
वञ्चेसिं	अवावञ्चिषम्	va~nchesim	avava~nchisham	0.1875	7	6
वट्ठती	वर्तते	vatthati	vartate	0.5	3	3
वत्वा	तव	vatva	tava	0.5	3	2
वदृति	वर्तते	vadrriti	vartate	0.19999999999999996	4	4
वरं	वरं	varam	varam	1.0	0	0
वरपायसस्स	वरपायसस्य	varapayasassa	varapayasasya	0.8888888888888888	1	1
वरभोजनं	वरभोजनं	varabhojanam	varabhojanam	1.0	0	0
वळवारथमारुय्ह	वळवारथमारुय्ह	valavarathamaruyha	valavarathamaruyha	1.0	0	0
वसनट्ठाने	वसनस्थाने	vasanatthane	vasanasthane	0.8333333333333334	2	1
वसित्वा	उषित्वा	vasitva	ushitva	0.6428571428571428	2	3
वस्सकारो	वर्षकारः	vassakaro	varshakarah	0.5625	3	4
वस्सेती	तस्या	vasseti	tasya	0.2857142857142857	5	5
वा	वा	va	va	1.0	0	0
वाचनामग्गं	वाचनमार्गं	vachanamaggam	vachanamargam	0.8	3	1
वानरिंदजातकं	वानरेन्द्रजातकम्	vanarimdajatakam	vanarendrajatakam	0.5833333333333333	7	3
वानरिन्द	वानरेन्द्र	vanarinda	vanarendra	0.6875	3	2
वानरिन्देन	वानरेन्द्रेण	vanarindena	vanarendrena	0.7	4	2
वाराणसियं	वाराणस्यां	varanasiyam	varanasyam	0.8333333333333334	2	1
वारे	वारे	vare	vare	1.0	0	0
वासं	वासं	vasam	vasam	1.0	0	0
विगतसुरापानं	विगतसुरापानां	vigatasurapanam	vigatasurapanam	0.9583333333333334	1	0
विगरहि	विजगर्हे	vigarahi	vijagarhe	0.41666666666666663	3	4
विगरहित्वा…पे॰…	प्रसादाय…पे॰…	vigarahitva…pe॰…	prasadaya…pe॰…	0.43333333333333335	9	8
विजायि	इति	vijayi	iti	0.25	5	4
विजितावी	विजितावी	vijitavi	vijitavi	1.0	0	0
विज्जन्ते	विद्यमाने	vijjante	vidyamane	0.4444444444444444	5	5
विज्जमाने	विद्यमान	vijjamane	vidyamana	0.6666666666666667	3	3
विज्जमानेपि	विद्यमा	vijjamanepi	vidyama	0.4545454545454546	6	6
विज्जुल्लता	विद्युल्लता	vijjullata	vidyullata	0.8181818181818181	2	2
विज्जोतमानो	विद्योतमानः	vijjotamano	vidyotamanah	0.6818181818181819	3	4
विज्‍जाचरणसम्पन्‍नो	विद्याचरणसम्पन्नः	vij{}jacharanasampan{}no	vidyacharanasampannah	0.6578947368421053	5	8
वित्तिण्णा	विस्तीर्णा	vittinna	vistirna	0.75	3	2
विभवेनापि	विभवेनापि	vibhavenapi	vibhavenapi	1.0	0	0
विमुत्तिमग्गे	विमुक्तिमार्गे	vimuttimagge	vimuktimarge	0.8076923076923077	3	2
विय	इव	viya	iva	0.16666666666666663	3	2
विलिम्पापेत्वा	विलिम्प्य	vilimpapetva	vilimpya	0.6071428571428572	6	5
विवट्टच्छदो	विवट्टच्छदो?	vivattachchado	vivattachchado?	0.9090909090909091	1	1
विवरि	व्यवारीत्	vivari	vyavarit	0.09999999999999998	6	3
विवरित्वा	विवृत्य	vivaritva	vivrritya	0.6666666666666667	4	2
विविधानि	विविधानि	vividhani	vividhani	1.0	0	0
विसज्जेत्वा	दत्त्वा	visajjetva	dattva	0.4545454545454546	6	6
विसयपत्तं	विषयपात्रं	visayapattam	vishayapatram	0.7222222222222222	3	2
विसये	विषये	visaye	vishaye	0.8	1	1
विसुद्धिमग्गे	विशिद्धिमार्गे	visuddhimagge	vishiddhimarge	0.7307692307692308	4	3
विसेसदानं	विशेषदानं	visesadanam	visheshadanam	0.7777777777777778	2	2
विसेसवसेन	विशेषवशेन	visesavasena	visheshavashena	0.6666666666666667	3	3
विस्वा	यित्वा	visva	yitva	0.6666666666666667	2	2
विस्सज्जेसि	व्यस्राक्षीत्	vissajjesi	vyasrakshit	0.2272727272727273	9	8
विहरति	विहरति	viharati	viharati	1.0	0	0
विहरति?	विहरति?	viharati?	viharati?	1.0	0	0
वीतिसारेत्वा	वीतिसारेत्वा?	vitisaretva	vitisaretva?	0.9166666666666666	1	1
वीरङ्गरूपा	वीरङ्गरूपा	vira~ngarupa	vira~ngarupa	1.0	0	0
वुच्चति	उच्यते	vuchchati	uchyate	0.4285714285714286	4	4
वुत्तप्पकारो	उक्तप्रकारः	vuttappakaro	uktaprakarah	0.5833333333333333	5	5
वुत्ते	चोक्ते	vutte	chokte	0.41666666666666663	3	4
वुसितपुब्बेन	उषितपूर्वेण	vusitapubbena	ushitapurvena	0.5416666666666667	7	4
वुसितपुब्बो	उषितपूर्वः	vusitapubbo	ushitapurvah	0.40909090909090906	7	6
वेदं	वेदं	vedam	vedam	1.0	0	0
वेदानं	वेदानां	vedanam	vedanam	0.9166666666666666	1	0
वेदितब्बं	वेदितव्यम्	veditabbam	veditavyam	0.6666666666666667	4	2
वेदिस्सामा	वेदिष्यामः	vedissama	vedishyamah	0.7	3	3
वेमज्झे	विमध्ये	vemajjhe	vimadhye	0.5	3	4
वेय्याकरणो	वैय्याकरणः	veyyakarano	vaiyyakaranah	0.7	2	4
वेळुवने	वेळुवने	veluvane	veluvane	1.0	0	0
वोहरियित्य	कृशा	vohariyitya	krrisha	0.09999999999999998	10	8
वोहारन्ति	व्यवहरन्ति	voharanti	vyavaharanti	0.5555555555555556	4	4
वोहारसत्तवस्से	वर्षे	voharasattavasse	varshe	0.25	10	11
वोहारो	नाम	voharo	nama	0.16666666666666663	5	5
व्याधि	तथा	vyadhi	tatha	0.25	5	4
शोण्डाय	शुण्डया	shondaya	shundaya	0.7142857142857143	3	1
संलिखितं	समलिखम्	samlikhitam	samalikham	0.5625	4	3
संवत्तनमारब्भ	संवर्तनम्	samvattanamarabbha	samvartanam	0.5	5	8
संवेगं	संवेगम्	samvegam	samvegam	0.8333333333333334	2	0
संसन्दित्वा	संसन्दित्वा?	samsanditva	samsanditva?	0.9090909090909091	1	1
संसरन्ती	संसरन्ती	samsaranti	samsaranti	1.0	0	0
संसरन्तो	संसरन्	samsaranto	samsaran	0.75	2	2
सका	स्वका	saka	svaka	0.5	2	1
सकाय	स्वकया	sakaya	svakaya	0.375	4	1
सके	स्वके	sake	svake	0.5	2	1
सक्कारं	सत्कारं	sakkaram	satkaram	0.8571428571428572	1	1
सक्यकुला	शाक्यकुलात्	sakyakula	shakyakulat	0.625	4	2
सक्यपुत्तो	शाक्यपुत्रः	sakyaputto	shakyaputrah	0.6	4	4
सक्‍कतभासाय	संस्कृतभाषायाः	sak{}katabhasaya	samskrritabhashayah	0.31818181818181823	7	8
सचाहं	अहं	sachaham	aham	0.30000000000000004	3	4
सचे	च	sache	cha	0.16666666666666663	2	3
सच्छिकत्वा	साक्षीकृत्वा	sachchikatva	sakshikrritva	0.44999999999999996	5	6
सञ्जी	संज्ञी	sa~nji	samj~ni	0.4	3	3
सठ्ठियोजनिके	षष्टियोजनिके	saththiyojanike	shashtiyojanike	0.75	3	3
सति	सति	sati	sati	1.0	0	0
सतिणकट्ठोदकं	सतृणकाष्ठोदकं	satinakatthodakam	satrrinakashthodakam	0.7083333333333333	3	4
सत्त	सप्त	satta	sapta	0.75	1	1
सत्तमं	सप्तमं	sattamam	saptamam	0.8333333333333334	1	1
सत्तमदिवसतो	सप्तमदिवसतः	sattamadivasato	saptamadivasatah	0.7727272727272727	2	3
सत्तमदिवसे	सप्तमदिवसे	sattamadivase	saptamadivase	0.9	1	1
सत्तयोजनिकस्स	सप्तयोजनिकस्य	sattayojanikassa	saptayojanikasya	0.8461538461538461	2	2
सत्तरतनसमन्‍नागतो	समन्‍नागतो?	sattaratanasaman{}nagato	saman{}nagato?	0.4117647058823529	8	12
सत्तसहस्सानि	शतसहस्त्राणि	sattasahassani	shatasahastrani	0.5416666666666667	7	4
सत्ता	सत्त्वाः	satta	sattvah	0.5	3	2
सत्तानं	सत्त्वानां	sattanam	sattvanam	0.7142857142857143	3	1
सत्तुस्सदं	उत्सादं	sattussadam	utsadam	0.5	5	5
सत्ते	शर	satte	shara	0.09999999999999998	5	4
सत्था	शास्ता	sattha	shasta	0.30000000000000004	4	3
सत्यु	इत्य	satyu	itya	0.5	2	3
सदेवकं	सदेवकं	sadevakam	sadevakam	1.0	0	0
सदेवमनुस्सं	सदेवमनुष्यं	sadevamanussam	sadevamanushyam	0.8181818181818181	2	2
सद्दनीति	शब्दनीति?	saddaniti	shabdaniti?	0.625	3	3
सद्दनीतिवसेन	शब्दनीतिवशेन	saddanitivasena	shabdanitivashena	0.75	3	3
सद्दहित्वा	साध्वि	saddahitva	sadhvi	0.4	7	5
सद्दो	सः	saddo	sah	0.30000000000000004	4	3
सद्धं	श्रद्धं	saddham	shraddham	0.5	3	2
सद्धि	सार्धं	saddhi	sardham	0.4	3	3
सद्धिं	सद्धिं	saddhim	saddhim	1.0	0	0
सधञ्‍ञं	सघन्यं	sadha~n{}~nam	saghanyam	0.2857142857142857	4	6
सनिघण्डुकेटुभानं	सनिघण्टकेटुभाणं?	sanighanduketubhanam	sanighantaketubhanam?	0.78125	4	3
सन्तप्पितानं	सन्तर्पितानां	santappitanam	santarpitanam	0.875	2	1
सन्तप्पेसि	अन्यैः	santappesi	anyaih	0.25	8	7
सन्तिकं	अन्तिकम्	santikam	antikam	0.7142857142857143	3	1
सन्दसेतुं	सन्दसेतुं?	sandasetum	sandasetum?	0.8888888888888888	1	1
सन्दित्वा	सन्दित्वा?	sanditva	sanditva?	0.8888888888888888	1	1
सप्पिमधुसक्कराभिसंखतस्य	सर्पिर्मधुशर्कराभिः	sappimadhusakkarabhisamkhatasya	sarpirmadhusharkarabhih	0.4347826086956522	12	14
सप्पुरिसं	असत्पुरुषः	sappurisam	asatpurushah	0.4444444444444444	5	5
सप्पुरिसो	असत्पुरुषः	sappuriso	asatpurushah	0.38888888888888884	5	6
सब्ब	स्वप्न	sabba	svapna	0.125	4	3
सब्बापि	सर्वा	sabbapi	sarva	0.4285714285714286	4	4
सब्बालंकारविभूसिता	सर्वालङ्कारविभूषिता	sabbalamkaravibhusita	sarvala~nkaravibhushita	0.7222222222222222	5	5
सब्बे	सर्वे	sabbe	sarve	0.6	2	2
सब्बेपि	सर्वेऽपि	sabbepi	sarve.api	0.5	3	4
सब्यञ्‍जनं	सव्यञ्जनं	sabya~n{}janam	savya~njanam	0.75	2	3
सब्रह्मकं	सब्रह्मकं	sabrahmakam	sabrahmakam	1.0	0	0
समणं	श्रमणं	samanam	shramanam	0.375	3	2
समणो	साधु	samano	sadhu	0.125	3	4
समन्नागतो	समन्वागतः	samannagato	samanvagatah	0.7222222222222222	2	3
समन्‍नागतस्स	समाम्नागतस्य	saman{}nagatassa	samamnagatasya	0.6666666666666667	4	4
समप्पितं	समर्पितम्	samappitam	samarpitam	0.75	3	1
समप्पितानि	समर्पितानि	samappitani	samarpitani	0.9	1	1
समयं	समयं	samayam	samayam	1.0	0	0
समये	समये	samaye	samaye	1.0	0	0
समयेन	समयेन	samayena	samayena	1.0	0	0
समारकं	समारकं	samarakam	samarakam	1.0	0	0
समारद्धं	समारब्धः	samaraddham	samarabdhah	0.75	2	2
समुदस्स	समुद्रस्य	samudassa	samudrasya	0.6428571428571428	3	2
समुस्सयं	समुच्छ्रयम्	samussayam	samuchchrayam	0.3125	6	5
सम्पटिच्छित्वा	सम्प्रतीष्य	sampatichchitva	sampratishya	0.4285714285714286	9	7
सम्पत्ते	सम्प्राप्ते	sampatte	samprapte	0.625	4	2
सम्पन्नो	सम्पन्नः	sampanno	sampannah	0.8125	1	2
सम्पवारितो	सम्प्रवारितः	sampavarito	sampravaritah	0.7	3	3
सम्पादितं	सम्पादितवन्तः	sampaditam	sampaditavantah	0.38888888888888884	5	6
सम्बन्धं	सम्बन्धः	sambandham	sambandhah	0.875	1	1
सम्बहुला	सम्बहुला	sambahula	sambahula	1.0	0	0
सम्बहुलेहि	सम्बहुलेहि	sambahulehi	sambahulehi	1.0	0	0
सम्म	सौम्य	samma	saumya	0.5	2	2
सम्मन्तनभत्तिकायो	सम्मन्तनभत्तिकायो?	sammantanabhattikayo	sammantanabhattikayo?	0.9411764705882353	1	1
सम्मा	मम	samma	mama	0.5	3	2
सम्मानं	सम्मानम्	sammanam	sammanam	0.8571428571428572	2	0
सम्मानभत्तिकं	सम्मानभर्तिकं?	sammanabhattikam	sammanabhartikam?	0.8461538461538461	2	2
सम्मानभत्तिकस्मिं	सम्मानभर्तिकस्मिन्?	sammanabhattikasmim	sammanabhartikasmin?	0.7941176470588236	4	3
सम्मासम्बुद्धेन	सम्बुद्धेन	sammasambuddhena	sambuddhena	0.6666666666666667	5	5
सम्मासम्बुद्धो	सम्बुद्धः	sammasambuddho	sambuddhah	0.5357142857142857	6	7
सम्मुखे	सम्मुखे	sammukhe	sammukhe	1.0	0	0
सम्मोदनीयं	संम्मोदनीयं	sammodaniyam	sammmodaniyam	0.9	1	1
सम्मोदि	सममोदीत्	sammodi	samamodit	0.5714285714285714	4	2
सयं	स्वयं	sayam	svayam	0.5	2	1
सयनेनेव	शयनेनैव	sayaneneva	shayanenaiva	0.6428571428571428	2	3
सरणेसु	णेषु	saranesu	neshu	0.33333333333333337	3	5
सरीरभेदनं	शरीरभेदनम्	sarirabhedanam	sharirabhedanam	0.7777777777777778	3	1
सरीरमेव	शरीरमेव	sarirameva	sharirameva	0.8571428571428572	1	1
सस्समणब्राह्मणिं	सश्रमणब्राह्मणे	sassamanabrahmanim	sashramanabrahmane	0.75	4	4
सहस्सं	सहस्यं	sahassam	sahasyam	0.8333333333333334	1	1
सा	सा	sa	sa	1.0	0	0
साक्खरप्पभेदानं	साक्षरप्रभेदानां	sakkharappabhedanam	saksharaprabhedanam	0.8333333333333334	3	2
साखग्गेसु	शाखाप्रेषु	sakhaggesu	shakhapreshu	0.5	5	4
सागरपरियन्तं	सागरपर्यन्तं	sagarapariyantam	sagaraparyantam	0.9166666666666666	1	1
सात्थं	शास्त्रं	sattham	shastram	0.41666666666666663	4	3
साथिय	सा	sathiya	sa	0.19999999999999996	3	5
साधु	साधु	sadhu	sadhu	1.0	0	0
साधू	साध्वि	sadhu	sadhvi	0.375	3	2
सायं	सायं	sayam	sayam	1.0	0	0
सारणीयं	सारणीयं?	saraniyam	saraniyam?	0.8571428571428572	1	1
साहिच्चं	साहित्यं	sahichcham	sahityam	0.625	2	4
सिङ्खण्डसेलनगरे	सिङ्खण्डसेलनगरे?	si~nkhandaselanagare	si~nkhandaselanagare?	0.9333333333333333	1	1
सिरिगब्धं	श्रीगर्भं	sirigabdham	shrigarbham	0.5555555555555556	5	3
सिरिसयने	श्रीशयने	sirisayane	shrishayane	0.625	4	2
सिरीलङ्कादीपे	श्रीलङ्काद्वीपे	sirila~nkadipe	shrila~nkadvipe	0.7692307692307692	4	2
सिवे	शिवे	sive	shive	0.75	1	1
सीतंपि	सति	sitampi	sati	0.41666666666666663	3	4
