jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair	moon_lon_adj	sun_lon_adj	jd_diff	moon_lon_adj_packed	yr_grp	kv_adj
893501.31	-2266-03-22	-2266	1	R1-vasanta	True	359.89	N02-Bha/* 39 Ari	179.76	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.76	-0.11	915.85	44.76	0	
894417.16	-2264-09-23	-2264	4	R4-śarat	True	180.51	N17-Anu/δ Sco	0.69	N03-Kri/* 20 Tau	1	180	N17-Anu	N03-Kri	False	0.69	180.51	6023.71	0.69	0	
900440.87	-2247-03-22	-2247	1	R1-vasanta	True	359.86	N02-Bha/* 39 Ari	180.22	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	180.22	-0.14	915.56	45.22	0	
901356.43	-2245-09-23	-2245	4	R4-śarat	True	180.17	N17-Anu/δ Sco	359.74	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.26	180.17	6024.27	-0.26	0	
907380.70	-2228-03-22	-2228	1	R1-vasanta	True	0.09	N03-Kri/* 17 Tau	180.37	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.37	0.09	915.19	45.37	0	
908295.89	-2226-09-23	-2226	4	R4-śarat	True	180.02	N17-Anu/δ Sco	0.59	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.59	180.02	3101.51	0.59	0	
911397.40	-2217-03-21	-2217	1	R1-vasanta	True	359.17	N02-Bha/* 39 Ari	179.25	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.25	-0.83	2923.34	44.25	0	
914320.74	-2209-03-23	-2209	1	R1-vasanta	True	0.51	N03-Kri/* 17 Tau	181.01	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.01	0.51	914.79	46.01	0	
915235.53	-2207-09-23	-2207	4	R4-śarat	True	180.04	N17-Anu/δ Sco	0.06	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.06	180.04	3101.68	0.06	0	
918337.21	-2198-03-22	-2198	1	R1-vasanta	True	359.39	N02-Bha/* 39 Ari	179.42	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.42	-0.61	914.96	44.42	0	
919252.17	-2196-09-22	-2196	4	R4-śarat	True	179.00	N17-Anu/δ Sco	358.91	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.09	179.00	2008.51	-1.09	0	
921260.68	-2190-03-24	-2190	1	R1-vasanta	True	0.85	N03-Kri/* 17 Tau	180.84	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.84	0.85	914.82	45.84	0	
922175.50	-2188-09-24	-2188	4	R4-śarat	True	180.41	N17-Anu/δ Sco	0.69	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.69	180.41	3101.12	0.69	0	
925276.62	-2179-03-22	-2179	1	R1-vasanta	True	359.21	N02-Bha/* 39 Ari	178.42	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	178.42	-0.79	915.49	43.42	0	
926192.11	-2177-09-23	-2177	4	R4-śarat	True	179.33	N17-Anu/δ Sco	359.35	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-0.65	179.33	2008.27	-0.65	0	
928200.38	-2171-03-23	-2171	1	R1-vasanta	True	0.95	N03-Kri/* 17 Tau	180.76	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.76	0.95	915.14	45.76	0	
929115.52	-2169-09-25	-2169	4	R4-śarat	True	180.82	N17-Anu/δ Sco	1.02	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	1.02	180.82	3100.51	1.02	0	
932216.03	-2160-03-21	-2160	1	R1-vasanta	True	359.04	N02-Bha/* 39 Ari	179.51	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.51	-0.96	915.78	44.51	0	
933131.81	-2158-09-23	-2158	4	R4-śarat	True	179.42	N17-Anu/δ Sco	0.15	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	0.15	179.42	2008.05	0.15	0	
935139.86	-2152-03-23	-2152	1	R1-vasanta	True	0.85	N03-Kri/* 17 Tau	181.73	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.73	0.85	4931.26	46.73	0	
940071.12	-2139-09-22	-2139	4	R4-śarat	True	179.11	N17-Anu/δ Sco	359.42	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-0.58	179.11	2008.00	-0.58	0	
942079.12	-2133-03-23	-2133	1	R1-vasanta	True	0.53	N03-Kri/* 17 Tau	180.77	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.77	0.53	4016.14	45.77	0	
946095.26	-2122-03-21	-2122	1	R1-vasanta	True	359.08	N02-Bha/* 39 Ari	179.09	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.09	-0.92	2923.40	44.09	0	
949018.66	-2114-03-23	-2114	1	R1-vasanta	True	0.48	N03-Kri/* 17 Tau	180.31	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.31	0.48	915.54	45.31	0	
949934.20	-2112-09-23	-2112	4	R4-śarat	True	180.66	N17-Anu/δ Sco	0.79	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.79	180.66	3101.07	0.79	0	
953035.27	-2103-03-21	-2103	1	R1-vasanta	True	359.48	N02-Bha/* 39 Ari	179.50	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.50	-0.52	2923.32	44.50	0	
955958.59	-2095-03-24	-2095	1	R1-vasanta	True	0.80	N03-Kri/* 17 Tau	181.12	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.12	0.80	914.99	46.12	0	
956873.58	-2093-09-25	-2093	4	R4-śarat	True	180.43	N17-Anu/δ Sco	0.04	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	0.04	180.43	3101.68	0.04	0	
959975.26	-2084-03-22	-2084	1	R1-vasanta	True	359.86	N02-Bha/* 39 Ari	179.86	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.86	-0.14	914.75	44.86	0	
960890.01	-2082-09-23	-2082	4	R4-śarat	True	179.17	N17-Anu/δ Sco	358.94	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.06	179.17	2923.36	-1.06	0	
963813.37	-2074-09-24	-2074	4	R4-śarat	True	180.61	N17-Anu/δ Sco	0.65	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.65	180.61	3101.66	0.65	0	
966915.03	-2065-03-23	-2065	1	R1-vasanta	True	0.03	N03-Kri/* 17 Tau	180.30	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.30	0.03	915.01	45.30	0	
967830.04	-2063-09-23	-2063	4	R4-śarat	True	179.59	N17-Anu/δ Sco	359.43	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.57	179.59	2923.33	-0.57	0	
970753.37	-2055-09-24	-2055	4	R4-śarat	True	181.00	N17-Anu/δ Sco	1.13	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	1.13	181.00	3101.02	1.13	0	
973854.39	-2046-03-22	-2046	1	R1-vasanta	True	359.81	N02-Bha/* 39 Ari	179.50	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.50	-0.19	915.56	44.50	0	
974769.95	-2044-09-23	-2044	4	R4-śarat	True	179.89	N17-Anu/δ Sco	0.06	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	0.06	179.89	6023.85	0.06	0	
980793.80	-2027-03-22	-2027	1	R1-vasanta	True	359.63	N02-Bha/* 39 Ari	180.52	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	180.52	-0.37	915.67	45.52	0	
981709.47	-2025-09-23	-2025	4	R4-śarat	True	179.80	N17-Anu/δ Sco	359.36	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.64	179.80	6023.79	-0.64	0	
987733.26	-2008-03-21	-2008	1	R1-vasanta	True	359.51	N02-Bha/* 39 Ari	179.50	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.50	-0.49	915.64	44.50	0	
988648.90	-2006-09-23	-2006	4	R4-śarat	True	179.62	N17-Anu/δ Sco	0.46	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.46	179.62	6024.22	0.46	0	
994673.12	-1989-03-22	-1989	1	R1-vasanta	True	359.76	N02-Bha/* 39 Ari	179.66	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.66	-0.24	915.11	44.66	0	
995588.23	-1987-09-22	-1987	4	R4-śarat	True	179.33	N17-Anu/δ Sco	359.37	N02-Bha/* 39 Ari	1	-179	N17-Anu	N02-Bha	False	-0.63	179.33	6024.92	-0.63	0	
1001613.15	-1970-03-22	-1970	1	R1-vasanta	True	0.18	N03-Kri/* 17 Tau	180.07	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.07	0.18	914.80	45.07	0	
1002527.95	-1968-09-22	-1968	4	R4-śarat	True	179.44	N17-Anu/δ Sco	359.44	N02-Bha/* 39 Ari	1	-180	N17-Anu	N02-Bha	False	-0.56	179.44	2923.45	-0.56	0	
1005451.40	-1960-09-23	-1960	4	R4-śarat	True	180.98	N17-Anu/δ Sco	0.83	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	0.83	180.98	178.19	0.83	0	
1005629.59	-1959-03-21	-1959	1	R1-vasanta	True	359.02	N02-Bha/* 39 Ari	178.61	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	178.61	-0.98	2923.52	43.61	0	
1008553.11	-1951-03-22	-1951	1	R1-vasanta	True	0.54	N03-Kri/* 17 Tau	180.54	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.54	0.54	914.79	45.54	0	
1009467.90	-1949-09-23	-1949	4	R4-śarat	True	179.79	N17-Anu/δ Sco	359.45	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.55	179.79	6024.94	-0.55	0	
1015492.84	-1932-03-22	-1932	1	R1-vasanta	True	0.67	N03-Kri/* 17 Tau	181.29	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.29	0.67	915.09	46.29	0	
1016407.93	-1930-09-23	-1930	4	R4-śarat	True	180.21	N17-Anu/δ Sco	0.03	N03-Kri/* 17 Tau	1	179	N17-Anu	N03-Kri	False	0.03	180.21	6024.24	0.03	0	
1022432.17	-1913-03-22	-1913	1	R1-vasanta	True	0.42	N03-Kri/* 17 Tau	180.60	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.60	0.42	915.56	45.60	0	
1023347.73	-1911-09-23	-1911	4	R4-śarat	True	180.41	N17-Anu/δ Sco	359.92	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.08	180.41	6023.73	-0.08	0	
1029371.46	-1894-03-22	-1894	1	R1-vasanta	True	0.12	N03-Kri/* 17 Tau	179.76	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True	179.76	0.12	915.81	44.76	0	False
1030287.27	-1892-09-23	-1892	4	R4-śarat	True	180.33	N17-Anu/δ Sco	0.30	N03-Kri/* 17 Tau	1	179	N17-Anu	N03-Kri	False	0.30	180.33	6023.84	0.30	0	
1036311.11	-1875-03-22	-1875	1	R1-vasanta	True	0.18	N03-Kri/* 17 Tau	180.25	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True	180.25	0.18	915.41	45.25	0	False
1037226.52	-1873-09-24	-1873	4	R4-śarat	True	179.97	N16-Vis/α2 Lib	359.37	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False	-0.63	179.97	3101.26	-0.63	0	
1040327.78	-1864-03-21	-1864	1	R1-vasanta	True	359.23	N02-Bha/* 39 Ari	179.78	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	179.78	-0.77	2923.23	44.78	0	
1043251.01	-1856-03-22	-1856	1	R1-vasanta	True	0.48	N03-Kri/* 17 Tau	180.27	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True	180.27	0.48	915.04	45.27	0	False
1044166.05	-1854-09-23	-1854	4	R4-śarat	True	179.89	N16-Vis/α2 Lib	0.12	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	0.12	179.89	3101.67	0.12	0	False
1047267.72	-1845-03-22	-1845	1	R1-vasanta	True	359.57	N02-Bha/* 39 Ari	179.58	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	179.58	-0.43	2923.33	44.58	0	
1050191.05	-1837-03-23	-1837	1	R1-vasanta	True	0.90	N03-Kri/* 17 Tau	180.73	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True	180.73	0.90	914.75	45.73	0	False
1051105.80	-1835-09-23	-1835	4	R4-śarat	True	180.03	N16-Vis/α2 Lib	359.87	N02-Bha/* 39 Ari	1	-180	N16-Vis	N02-Bha	False	-0.13	180.03	3101.62	-0.13	0	
1054207.42	-1826-03-21	-1826	1	R1-vasanta	True	359.67	N02-Bha/* 39 Ari	179.43	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	179.43	-0.33	915.09	44.43	0	
1055122.51	-1824-09-22	-1824	4	R4-śarat	True	179.06	N16-Vis/α2 Lib	359.26	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-0.74	179.06	2923.27	-0.74	0	
1058045.78	-1816-09-23	-1816	4	R4-śarat	True	180.40	N16-Vis/α2 Lib	359.86	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False	-0.14	180.40	3101.12	-0.14	0	
1061146.90	-1807-03-21	-1807	1	R1-vasanta	True	359.57	N02-Bha/* 39 Ari	180.35	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	180.35	-0.43	915.45	45.35	0	
1062062.35	-1805-09-22	-1805	4	R4-śarat	True	179.29	N16-Vis/α2 Lib	359.22	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False	-0.78	179.29	2923.44	-0.78	0	
1064985.79	-1797-09-25	-1797	4	R4-śarat	True	180.81	N16-Vis/α2 Lib	0.63	N03-Kri/* 17 Tau	1	179	N16-Vis	N03-Kri	True	0.63	180.81	3100.37	0.63	0	False
1068086.16	-1788-03-21	-1788	1	R1-vasanta	True	359.24	N02-Bha/* 39 Ari	179.41	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	179.41	-0.76	915.78	44.41	0	
1069001.94	-1786-09-23	-1786	4	R4-śarat	True	179.27	N16-Vis/α2 Lib	359.87	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-0.13	179.27	2923.60	-0.13	0	
1071925.54	-1778-09-25	-1778	4	R4-śarat	True	180.95	N16-Vis/α2 Lib	0.60	N03-Kri/* 17 Tau	1	179	N16-Vis	N03-Kri	True	0.60	180.95	3100.16	0.60	0	False
1075025.70	-1769-03-22	-1769	1	R1-vasanta	True	359.19	N02-Bha/* 39 Ari	179.00	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	179.00	-0.81	2923.58	44.00	0	
1077949.28	-1761-03-23	-1761	1	R1-vasanta	True	0.77	N03-Kri/* 17 Tau	180.73	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True	180.73	0.77	915.76	45.73	0	False
1078865.04	-1759-09-24	-1759	4	R4-śarat	True	180.84	N16-Vis/α2 Lib	1.30	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	1.30	180.84	3100.59	1.30	0	False
1081965.63	-1750-03-22	-1750	1	R1-vasanta	True	359.51	N02-Bha/* 39 Ari	179.85	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	179.85	-0.49	2923.34	44.85	0	
1084888.97	-1742-03-23	-1742	1	R1-vasanta	True	0.86	N03-Kri/* 17 Tau	180.87	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True	180.87	0.86	915.32	45.87	0	False
1085804.29	-1740-09-23	-1740	4	R4-śarat	True	180.47	N16-Vis/α2 Lib	0.39	N03-Kri/* 17 Tau	1	-180	N16-Vis	N03-Kri	True	0.39	180.47	3101.37	0.39	0	False
1088905.66	-1731-03-22	-1731	1	R1-vasanta	True	359.93	N02-Bha/* 39 Ari	180.34	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	180.34	-0.07	3838.19	45.34	0	
1092743.85	-1721-09-24	-1721	4	R4-śarat	True	180.42	N16-Vis/α2 Lib	0.75	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	0.75	180.42	3101.71	0.75	0	False
1095845.56	-1712-03-22	-1712	1	R1-vasanta	True	0.23	N03-Kri/* 17 Tau	180.17	N16-Vis/α2 Lib	1	179	N03-Kri	N16-Vis	True	180.17	0.23	914.81	45.17	0	False
1096760.37	-1710-09-22	-1710	4	R4-śarat	True	179.25	N16-Vis/α2 Lib	359.38	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-0.62	179.25	2923.33	-0.62	0	
1099683.70	-1702-09-24	-1702	4	R4-śarat	True	180.66	N16-Vis/α2 Lib	0.99	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	0.99	180.66	3101.52	0.99	0	False
1102785.22	-1693-03-23	-1693	1	R1-vasanta	True	0.29	N03-Kri/* 17 Tau	180.35	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True	180.35	0.29	915.14	45.35	0	False
1103700.36	-1691-09-23	-1691	4	R4-śarat	True	179.64	N16-Vis/α2 Lib	359.70	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-0.30	179.64	6024.14	-0.30	0	
1109724.50	-1674-03-23	-1674	1	R1-vasanta	True	0.00	N03-Kri/* 17 Tau	179.43	N16-Vis/α2 Lib	1	-180	N03-Kri	N16-Vis	True	179.43	0.00	915.66	44.43	0	False
1110640.16	-1672-09-23	-1672	4	R4-śarat	True	179.84	N16-Vis/α2 Lib	359.92	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-0.08	179.84	6023.78	-0.08	0	
1116663.94	-1655-03-22	-1655	1	R1-vasanta	True	359.85	N02-Bha/* 39 Ari	180.37	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	180.37	-0.15	915.62	45.37	0	
1117579.56	-1653-09-24	-1653	4	R4-śarat	True	179.62	N16-Vis/α2 Lib	358.92	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False	-1.08	179.62	6023.98	-1.08	0	
1123603.54	-1636-03-22	-1636	1	R1-vasanta	True	359.85	N02-Bha/* 39 Ari	179.83	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	179.83	-0.15	915.44	44.83	0	
1124518.98	-1634-09-23	-1634	4	R4-śarat	True	179.43	N16-Vis/α2 Lib	0.02	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	0.02	179.43	6024.51	0.02	0	False
1130543.49	-1617-03-22	-1617	1	R1-vasanta	True	0.20	N03-Kri/* 17 Tau	180.46	N16-Vis/α2 Lib	1	180	N03-Kri	N16-Vis	True	180.46	0.20	914.92	45.46	0	False
1131458.41	-1615-09-22	-1615	4	R4-śarat	True	179.24	N16-Vis/α2 Lib	359.08	N02-Bha/* 39 Ari	1	-180	N16-Vis	N02-Bha	False	-0.92	179.24	2923.66	-0.92	0	
1134382.07	-1607-09-24	-1607	4	R4-śarat	True	180.99	N16-Vis/α2 Lib	1.33	N03-Kri/* 17 Tau	1	-179	N16-Vis	N03-Kri	True	1.33	180.99	178.08	1.33	0	False
