chapter number	sloka number	sloka	transliterated	vyakhya	translation	fn text
4	63	दिवि क्षीरोदन्वान्हिमगिरिरजय्योऽर्कमहसा- मजाताधःपातस्त्रिदशसरिदोघः कचति यः । वमञ्ज्योत्स्नाजालं दिशि दिशि सपत्नं शशिरुचां चकोरीजिह्वाभिर्विरचितवृथालेहनविधिः ॥ ६३ ॥	divi kṣīrodanvānhimagirirajayyo'rkamahasā- majātādhaḥpātastridaśasaridoghaḥ kacati yaḥ | vamañjyotsnājālaṃ diśi diśi sapatnaṃ śaśirucāṃ cakorījihvābhirviracitavṛthālehanavidhiḥ || 63 ||	आकाशे क्षीरसमुद्रः। सूर्यरश्मीनामजय्यश्चावयितुमशक्यो हिमाद्रिः। तथाजातोऽधःपातो यस्य स गङ्गाप्रवाहः । ज्योत्स्नाजालं वमञ्जलरूपतया सन्तन्वन् । चकोरीभिर्ज्योत्स्नाशङ्कया विहितोऽज्योत्स्नात्वाद्वृथा लेहनविधिर्यस्य यः कैलासः शोभते ॥	Splendid is Kailasa – a Milky Ocean in the sky; a Snowy Mountain that sunlight cannot melt; and an undescending stream of the Celestial River that is forever suspended in the sky. Spewing its moonlight-like lustre in every direction, it tricks the female Chakora birds into futile acts of licking. 	N/A
4	64	द्विर्भावश्चन्द्रभासां तरुणकुमुदिनीनाथचूडाट्टहासा- नुप्रासः शैलपुत्रीनवहसितसुधाविप्रुषां पौनरुक्त्यम् । स्वर्गङ्गावीचिवीप्सा रुचिरुपचिनुते चातुरीं यस्य तस्य क्षोणीभर्तुर्गुणेषु प्रतिपदपठनं को विनिर्मातुमीष्टे ॥ ६४ ॥	dvirbhāvaścandrabhāsāṃ taruṇakumudinīnāthacūḍāṭṭahāsā- nuprāsaḥ śailaputrīnavahasitasudhāvipruṣāṃ paunaruktyam | svargaṅgāvīcivīpsā rucirupacinute cāturīṃ yasya tasya kṣoṇībharturguṇeṣu pratipadapaṭhanaṃ ko vinirmātumīṣṭe || 64 ||	द्वौ वारौ द्विश्चन्द्रांशूनां द्विर्भावः । तरुणः कुमुदिनीनाथो बालचन्द्रश्चूडायां यस्य स हरस्तदट्टहासस्यानुप्रासस्तुल्यरूपो द्वितीयः समुदायः । गौर्यानवहसितमेव सुधाविप्रुषस्तासां पौनरुक्त्यम्। स्वर्गङ्गायास्तरङ्गाणां वीप्सा यस्य दीप्तिश्चातुर्यं वर्धयति । यस्य भूभृथो गुणविषयं प्रतिपदपाठं कर्तुं कः समर्थः। द्विर्भावादयो वक्रोक्त्या सादृश्यगमका इति भद्रम् ॥	The lustre of this king among mountains is a duplication of moonlight, the assonance of Shiva’s boisterous laughter, a tautology of the ambrosial drops that are Parvati’s soft smiles, and a reiteration of the Heavenly River’s waves. Who is capable of recounting every great quality of this mountain, the brilliance of whose lustre keeps growing?	To be noted in this verse is how everything that the lustre of Kailasa is compared with – the moonlight (radiating from the moon tucked in Shiva’s locks), the boisterous laughter and soft smiles of Shiva and Parvati respectively (both of whom reside on Kailasa), and the waves of the Heavenly River (which is bound in Shiva’s matted hair) – is found on Kailasa itself, thus lending greater propriety to the use of words such as ‘dvirbhāva’ (‘duplication’), ‘anuprāsa’ (‘assonance’), ‘paunaruktya’ (‘tautology’), and ‘vīpsā’ (‘reiteration’).
4	9999	इति श्रीजोनराजकृतया टीकया समेतः श्रीराजानकविश्ववर्तसूनोर्महाकवि राजराजानकश्रीमङ्खकस्य कृतौ श्रीकण्ठचरिते महाकाव्ये कैलासवर्णनं नाम चतुर्थः सर्गः ॥ 9999 ॥	iti śrījonarājakṛtayā ṭīkayā sametaḥ śrīrājānakaviśvavartasūnormahākavi rājarājānakaśrīmaṅkhakasya kṛtau śrīkaṇṭhacarite mahākāvye kailāsavarṇanaṃ nāma caturthaḥ sargaḥ || 9999 ||		N/A	N/A
5	8888	 पञ्चमः सर्गः ॥ 8888 ॥	 pañcamaḥ sargaḥ || 8888 ||		N/A	N/A
5	1	वृन्दारकाधिपशिरोरुहपारिजात- स्रग्बन्धुभिर्मधुकरैरुपवीणिताङ्घ्रिः। देवः खयं जगदनुग्रहकेलिकार- स्तं बालशीतकिरणाभरणोऽधिशेते ॥ १ ॥	vṛndārakādhipaśiroruhapārijāta- sragbandhubhirmadhukarairupavīṇitāṅghriḥ| devaḥ khayaṃ jagadanugrahakelikāra- staṃ bālaśītakiraṇābharaṇo'dhiśete || 1 ||	वृन्दारकाणां देवानामधिपः शक्रस्तस्य शिरोरुहेषु केशेषु पारिजातस्रजस्तासां बन्धुभिः परिचितैरलिभिरुपवीणितौ वीणयोपगीतावङ्घ्री यस्य । इन्द्रोऽपि तं नमतीत्यर्थः । यतो जगतामनुग्रह एव केलिस्तत्करो हरः स्वयमप्रार्थितो गुणवत्त्वात्तं कैलासमाश्रयति । केलौ वीणागानमुचितम् ॥	On that mountain resides Shiva himself, whose adornment is the tender cool-rayed moon. Bestowing favour on the world is his pastime. Bumblebees clinging to the chaplet of Parijata flowers tucked in Indra’s hair conduct a lute concert at his feet.	Indra bows down before Shiva, whereby his chaplet touches the latter’s feet. The hum of the bees is likened to the sweet music of the lute.
5	2	येनाङ्घ्रिपीठहठसन्ततवृष्टिनिर्य- त्तिर्यक्किणा जगति कस्य न भालपाली । दैवानधीतनवदिव्यशुभाक्षराली- न्यासेच्छया निहितकाकपदेव चक्रे ॥ २ ॥	yenāṅghripīṭhahaṭhasantatavṛṣṭinirya- ttiryakkiṇā jagati kasya na bhālapālī | daivānadhītanavadivyaśubhākṣarālī- nyāsecchayā nihitakākapadeva cakre || 2 ||	सेवासमय ईश्वरस्य पादपीठे हठेन नित्यं घृष्टिर्घर्षणं तया निर्यन्सम्पद्यमानस्तिर्यक्तिरश्चीनः किणो मांसस्य घनीभावो यस्याः सा भालपाली प्रशस्तं भालं दैवेन विधिना नाधीतान्यलिखितत्वादपठितानि दिव्यानि शुभाक्षराणि तेषामालिः पाली तस्या न्यासो लेखनं यत्रेच्छया हेतुभूतया निहितं काकपदं काकचरणाकारः पतिताक्षराभिज्ञानविशेषो यस्याः सेव चक्रे । ईश्वरं प्रणमतां पापक्षयेण भाग्योपचयो भवतीत्यर्थः ॥	In this world, the oblique scar that forms on the forehead – vehemently rubbed against Shiva’s footstool – of each and every person looks like a caret mark that has been inserted therein (i.e., on the forehead) due to the Lord’s desire for adding a fresh set of blessed and auspicious letters that are beyond Fate’s grasp.	The ‘kākapada’ refers to a mark that resembles a crow’s foot and is used to insert missed letter/s. Fate’s letters are said to be inscribed on one’s forehead.
5	3	भक्त्या नतेन पुरतोऽवनिचुम्बिमूर्ध्ना पुष्पोत्करं विकिरता वनमालयेव। दैत्यारिणा चरणयोः कचमेघविद्यु- दौघैरदायिषत यस्य बलिप्रदीपाः॥ ३ ॥	bhaktyā natena purato'vanicumbimūrdhnā puṣpotkaraṃ vikiratā vanamālayeva| daityāriṇā caraṇayoḥ kacameghavidyu- daughairadāyiṣata yasya balipradīpāḥ|| 3 ||	भक्त्यावनिचुम्बी दण्डप्रणामवशाद्भूसंस्पर्शी मूर्धा यस्यैवंविधेनात एव वनमालया पुष्पपत्रमय्या मालया वक्षःस्थितया पुष्पसमूहं क्षिपता हरिणा स्वकेशाभ्रविद्युद्भिरेव पूजाप्रदीपा दत्ताः । भक्त्यादायिषतेति वा योज्यम् । भक्तिवशादाद्बाह्यपूजोपकरणसङ्ग्रहस्यावश्यभाविकालातिपातासहिष्णुहरिरस्तीत्यर्थः । 'स्यसिच्सीयुट्तासिषु-' इति चिण्वदिडागमः ॥	His head kissing the ground, Vishnu devotedly bends down before Shiva. While doing so, he strews flowers as it were at the Lord’s feet by way of his Vanamala garland and seems to make a ritual offering of lamps through lightning streaks emanating from his tresses that are the clouds.	Vishnu, in his devotional fervour, cannot suffer a delay in offering worship to Shiva, which he surely would if he would go in search of externally available paraphernalia. So he offers worship with what is part and parcel of his physical form and therefore readily available (JR).
5	4	पूजासु भक्तिरभसातिरसाधिरूढ- स्ताम्यन्नशेषकुसुमप्रकरव्ययेन । यस्मै चिकीर्षति पुनर्द्रुहिणोऽपि नून- मभ्यर्चनं निजनिवाससरोरुहेण ॥ ४ ॥	pūjāsu bhaktirabhasātirasādhirūḍha- stāmyannaśeṣakusumaprakaravyayena | yasmai cikīrṣati punardruhiṇo'pi nūna- mabhyarcanaṃ nijanivāsasaroruheṇa || 4 ||	पूजावसरे सकलपुष्पसमाप्त्या ग्लायन्यतो भक्त्युद्रेकयुक्तो ब्रह्मा नूनं वितर्के स्वासनपद्मेन पुनः पूजां कर्तुमिच्छति । स्वासनपद्मेन पूजायाः साध्यायास्तान्तिः साधनम् ॥	And Brahma too, disappointed that he has completely exhausted the bounty of each and every floral kind during his worship but still gripped by deep devotional fervour, wishes, without a doubt, to venerate Shiva even with the lotus that is his home. 	N/A
5	5	आस्त्याननिर्झरसनाभिगुणाहिराज- भोगस्य मन्दरगिरेस्त्रिपुरव्ययाय । यच्चापतां धृतवतोऽपि शराग्निपुङ्ख- व्याजाद्दवानलशिखा इव नो विरेमुः ॥ ५ ॥	āstyānanirjharasanābhiguṇāhirāja- bhogasya mandaragirestripuravyayāya | yaccāpatāṃ dhṛtavato'pi śarāgnipuṅkha- vyājāddavānalaśikhā iva no viremuḥ || 5 ||	त्रिपुरसंहारकाले भगवद्धनुर्भावं भजतोऽप्यत एवास्त्यानाः शैत्यवशात्कठिनीभूता ये निर्झरास्तेषां सनाभिः समो निर्झरत्वेन सम्भावितो गुणो वासुकिभोगो यस्य तस्य मन्दराद्रेर्दवाग्निज्वाला इव नो विरेमुर्न विरताः । कस्मात् । त्रिपुरदाहार्थं नियुक्तो यः शराग्निस्तस्य पुङ्खाः प्रान्तास्तद्व्याजात् । धनुर्भूते मन्दराद्रौ गुणभूतस्य वासुकिभोगस्य निर्झरत्वं सम्भाव्यते । अथवाग्निरिव पुङ्खः । दीप्तत्वात् । शरस्य हि सालक्तकादिरागः पुङ्खो भवति । धनुर्भावपरिणमेऽपि मन्दरः स्वधर्मं नात्यजदित्यर्थः ॥	When, to exterminate the Tripuras, Shiva made Mt. Mandara his bow, the Serpent Lord’s elongated frame – akin to a frozen waterfall of that mountain – became the bowstring. And the flames emanating from Mandara’s forest fires – masquerading as the fiery feathers of the flaming arrow strung to that bow – blazed forth without a break.	The Serpent Lord is compared to a frozen waterfall on account of his white frame. Feathers are attached to arrows. JR explains the compound ‘śarāgnipuṅkha’ in two ways: (1) The forest fires on Mt. Mandara appear like the feathers attached to the fire that is Shiva’s arrow and (2) The forest fires appear like the red (lac-dyed) feathers attached to Shiva’s arrow. The second explanation is interesting because it informs us that the feathers attached to arrows were dyed with lac. The suggestion is that Mt. Mandara’s very features transformed into those of the bow it became in Shiva’s hand.
5	6	क्रोधोत्तमाङ्गधुतिलोलकिरीटसिन्धुपाथःपृषत्परिसमूहनसिक्तदिक्के । रुद्धान्तिके भ्रुकुटिपक्ष्मकुशस्तरौघै- र्यो मन्मथाहुतिमदत्त विलोचनामौ ॥ ६ ॥	krodhottamāṅgadhutilolakirīṭasindhupāthaḥpṛṣatparisamūhanasiktadikke | ruddhāntike bhrukuṭipakṣmakuśastaraughai- ryo manmathāhutimadatta vilocanāmau || 6 ||	त्रिपुरसुन्दरीणां क्रोधेनोत्तमाङ्गस्यातिकम्पस्तया लोला या किरीटसिन्धुस्तस्याः पाथः पृषन्ति जलकणास्तैः परिसमूहनं जलार्द्रेण पाणिनाग्नेः प्रदक्षिणीकरणम् । तत्तु परिषेचनमात्रे वर्तते । उपचारात्। तेन सिक्ता दिशो यस्य । तथा भ्रुकुटिपक्ष्माण्येव कुशस्तरा वहेश्चतुर्दिक्षु विकीर्यमाणा दर्भास्तैर्व्याप्ते नेत्राग्नौ यः कामाहुतिमदत्त । कृतसमूहने कीर्णास्तरे चाग्नावाहुतिर्दीयते ॥	In the fire of his eye – a fire that was sprinkled all around with droplets of water from the Crest River, made tumultuous by the violent shaking of his head in anger; a fire in whose boundary was spread a bed of Kusa grass, namely, eyelashes upturned in a frown – Shiva offered Kama as the ritualistic oblation.	While making a ritual offering to the sacred fire, one sprinkles water all around it and spreads the holy Kuśa grass nearby (JR).
5	7	नीरन्ध्रबाष्पलहरीपरिवारितानि वक्राणि यः पुरकुरङ्गदृशां चकार । कोदण्डदण्डपदवीमधिरोपितस्य शैलस्य निर्झरजलैरिव पूरितानि ॥ ७ ॥	nīrandhrabāṣpalaharīparivāritāni vakrāṇi yaḥ purakuraṅgadṛśāṃ cakāra | kodaṇḍadaṇḍapadavīmadhiropitasya śailasya nirjharajalairiva pūritāni || 7 ||	धनुर्दण्डदशां प्रापितस्य मन्दरादेर्निर्झरजलैर्व्याप्तानीव त्रिपुरसुन्दरीणां मुखानि यश्चकार । यतोऽश्रुपूरितानि ॥	In causing endless streams of tears to run through the faces of Tripura’s doe-eyed maidens, Shiva filled them (the faces) up as it were with the cascading waters of the mountain that was raised by him to the status of a bow.	The streams of tears on the faces of the Asura womenfolk appeared like the cascades of Mt. Mandara which Shiva employed as his bow.
5	8	यस्योद्धताभिनवकोपपिपासितेन नेत्राग्निना चुलकिते वपुषि स्मरस्य । स्वेदाद्विवेद रतिरक्षततापभूमि- र्नामापि नाधररसासवपानगोष्ठ्याः ॥ ८ ॥	yasyoddhatābhinavakopapipāsitena netrāgninā culakite vapuṣi smarasya | svedādviveda ratirakṣatatāpabhūmi- rnāmāpi nādhararasāsavapānagoṣṭhyāḥ || 8 ||	यस्योद्धतेषूद्धतो वा प्रत्यग्रो यः कोपस्तेन पिपासितेन सन्धुक्षितेन नेत्राग्निना कामशरीरे चुलकिते दग्धे सति स्वेदादक्षतस्य तापस्य दुःखस्य सन्तापस्य च भूभिः स्थानं सती रतीरधररस एवासवो मधु तत्पानगोष्ठ्या नामापि न ज्ञातवती । रतेः प्रियाधररसपानं दुर्लभमित्यर्थः ॥	When the fire in Shiva’s eye – thirsty due to an unprecedented surge of excessive anger - gulped down Kama’s body, the very mention of drinking parties in which sweet wine is sipped from lips ceased to exist for Rati.	Made a widow by Shiva’s third eye, Rati could no longer dream of kissing Kama
5	9	मारावरोधमुखशीतकरप्रभातं श्वेतस्य दीक्षितमथाभयदक्षिणायै । अध्यापकं विलडितेषु युगान्तवह्ने- र्यो दुःसहं वहति लोचनहव्यवाहम् ॥ ९ ॥	mārāvarodhamukhaśītakaraprabhātaṃ śvetasya dīkṣitamathābhayadakṣiṇāyai | adhyāpakaṃ vilaḍiteṣu yugāntavahne- ryo duḥsahaṃ vahati locanahavyavāham || 9 ||	मारस्य कामस्यावरोधो रतिस्तस्या मुखचन्द्रस्य प्रभातम् । ओजोहानिकरमित्यर्थः । श्वेतस्य राजर्षेर्यमभयनिवारणार्थं गृहीतनियमम् । तथा कल्पान्ताग्नेर्होपाध्यायम् । तस्मादधिकमित्यर्थः । एवंविधं लोचनाग्निं तथा परैर्दुःसहं यो बिभर्ति ॥	Shiva bears in his eye an insufferable fire - (red) dawn to the moon that is the face of Kama’s wife;  an avowed bestower of freedom from fear to Shveta; and the apocalyptic fire’s dance master.	By burning down Kama, the fire of Shiva’s third eye dampened the glow of Ratu’s moon-like face. The moon becomes dim at dawn
5	10	लोलाञ्चलानिलविनिर्धुतसिद्धसिन्धु- नीरन्ध्रसीकरकरालतया चकास्ति । सायाह्नताण्डवविधौ गजराजकृत्ति- र्यस्याधुनाप्यजहतीव कवाटमुक्ताः ॥ १० ॥	lolāñcalānilavinirdhutasiddhasindhu- nīrandhrasīkarakarālatayā cakāsti | sāyāhnatāṇḍavavidhau gajarājakṛtti- ryasyādhunāpyajahatīva kavāṭamuktāḥ || 10 ||	सायाह्ने पश्चिमसन्ध्यायां नाट्ये सति लोलो योऽञ्चलो गजकृत्तिप्रान्तस्तद्वातेन कम्पिता या गङ्गा तस्या घनैः कणैः करालता व्याप्तता तयाद्यापि कवाटमुक्ताफलान्यत्यजन्तीव गजेन्द्रस्य कृत्तिः शोभते । जलकणानां मुक्तात्वेनोत्प्रेक्षणम् ॥	When Shiva dances his robust Tandava dance in the evening, the swinging hem of the lordly tusker’s hide that is his garment agitates the Divine River (on his crest) and becomes strewn with a dense cluster of her droplets, appearing to still carry as it were pearls in its frontal globes.	According to poetic convention, one of the places where pearls are found is the elephant’s frontal globe. The droplets of Ganga’s water appear like pearls
5	11	 अष्टौ तनूरपि दिदृक्षुरिवैककालं नीत्वा दृशो नवविकासविलासमष्टौ । देवः कुशेशयकुटीचरतापसोऽपि यस्याग्रतोऽनुदिवसं विनयं प्रयुङ्क्ते ॥ ११ ॥	 aṣṭau tanūrapi didṛkṣurivaikakālaṃ nītvā dṛśo navavikāsavilāsamaṣṭau | devaḥ kuśeśayakuṭīcaratāpaso'pi yasyāgrato'nudivasaṃ vinayaṃ prayuṅkte || 11 ||	भक्तिवशाद्युगपदेव क्षितिजलाद्या अष्टावपि मूर्तीर्द्रष्टुकामश्चतुर्मुखत्वादष्टौ दृशो विकासं नीत्वा पद्माश्रयो ब्रह्मा यस्य पुरः प्रत्यहं विनयं करोति । यद्विनयं कुर्वन्ब्रह्मा हर्षवशाद्विकसितदृष्टिर्जात इत्यर्थः॥	Desirous as it were to behold all the eight forms of Shiva at the same time, Brahma – the sage whose hermitage is a lotus – expands all his eight eyes while facing the Lord to pay him respect day after day.	One of the names of Shiva is ‘Aṣṭamūrti’ (‘Eight-formed’), referring to the eight forms through which his presence is imminent in the universe, namely, the five elements, the sun, the moon, and the conscious being (often identified with the person who performs the Vedic sacrifice). Mankha describes these forms in verses 5.43-5.45 and alludes to them also in 16.5
5	12	सिद्धां चिरेण विधिसूदहठप्रयत्ना- त्संरक्षितामथ मुकुन्दपुरोगवेन । यः केवलोऽवगिरते निखिलां सलीलं लोकत्रयीरसवतीं प्रलयोत्सवेषु ॥ १२ ॥	siddhāṃ cireṇa vidhisūdahaṭhaprayatnā- tsaṃrakṣitāmatha mukundapurogavena | yaḥ kevalo'vagirate nikhilāṃ salīlaṃ lokatrayīrasavatīṃ pralayotsaveṣu || 12 ||	विधिरेव सूदो रसवतीपाचकस्तस्य प्रयत्नाचिरेण सिद्धाम् । अथ मुकुन्द एव पुरोगवः सूदाध्यक्षस्तेन पालिताम् । लोकत्रयीमेव रसवतीमन्नव्यञ्जनादिसामग्री यः केवल: कल्पान्तोत्सवेष्ववगिरते संहरति । अन्यश्चेश्वरः सूदसाधितां सूदाध्यक्षेण रक्षितां रसवती भुङ्क्ते ॥	The threefold universe is a dish that Brahma, the cook, prepares with great care and after spending a lot of time. And then, Vishnu, the head chef, preserves it. But Shiva alone, and with great ease, gobbles it up completely every time the festivity of final dissolution takes place.	Brahma, Vishnu, and Shiva create, preserve, and annihilate the universe respectively. Mankha suggests that Shiva is all-powerful – in the same way that a master enjoys what has been prepared by a cook and preserved by a head chef.
5	13	कुम्भः करे शिरसि वारिगतिः श्रयन्ति मुक्ताः पदं चरणयोर्नगजा कलत्रम् । नागैर्मदोल्बणमुखैर्वृतमङ्गमङ्गं यस्याद्भुतस्थितिमतः सुरकुञ्जरस्य ॥ १३ ॥	kumbhaḥ kare śirasi vārigatiḥ śrayanti muktāḥ padaṃ caraṇayornagajā kalatram | nāgairmadolbaṇamukhairvṛtamaṅgamaṅgaṃ yasyādbhutasthitimataḥ surakuñjarasya || 13 ||	यस्य सुरकुञ्जरस्य महादेवस्य कुम्भः सुधाकलश: करे भवति । वारिगतिर्गङ्गा शिरसि भवति । मुक्ता विरक्ताः पादयोः स्थानं श्रयन्ति । नगजा शैलपुत्री यस्य कलत्रं भवति । यस्य च विषमदक्रूरमुखैः सर्पैरङ्गमङ्गं वृतम् । अत एवाश्चर्यकारिणः । अथ चाद्भुतस्य हस्तिन:, कुम्भः कवाट: करे, वारिगतिर्गजबन्धनं शिरसि, मुक्ताफलानि पादयोः, गजा हस्तिनी न कलत्रम् , समदैर्नागैर्हस्तिभिरङ्गमङ्गं वृतम् ॥	Shiva is a strange elephant among/the mysterious lord of gods. For, he has the frontal globe on his trunk/holds a pot(of nectar) in his hand; the fastening rope is tied to his head/(Ganga’s) water flows in his crown; pearls find their place in his feet/liberated beings take recourse to his feet; his mate is not a she-elephant/Parvati is his wife; and elephants, their faces swollen in musth (or oozing ichor), occupy his every limb/serpents, their mouths made terrible by the potency of poison, cover his every limb.	An elephant whose frontal globes are found on the trunk, fastening rope is tied to the head (and not the foot), etc. is indeed strange.
5	14	पुस्फोट दन्तमुसलं मुकुटेन्दुभासा दानाम्बु दीप्रनयनाग्निरुचा शुशोष । हाराहिभिः श्रवणतालमरुत्पपे च यस्याग्रतः कथमवल्गि गजासुरेण ॥ १४ ॥	pusphoṭa dantamusalaṃ mukuṭendubhāsā dānāmbu dīpranayanāgnirucā śuśoṣa | hārāhibhiḥ śravaṇatālamarutpape ca yasyāgrataḥ kathamavalgi gajāsureṇa || 14 ||	यस्य। चन्द्ररश्मिसम्पर्काद्धस्तिनां दन्तस्फोटनं जातिधर्मः। गजासुरस्येश्वरमौलिचन्द्रदीप्त्या दन्त एवायुधं पुस्फोटास्फुटत् । नेत्राग्निज्वालया मदजलमशुष्यत् । हारसर्पैः कर्णतालपवन: पीतः । अतो हरस्याग्रे गजासुरेण कथं वल्गितम् । युद्धारम्भात्पूर्वमेव भग्ननिजायुधत्वात् । योद्धुं गजासुरः समर्थो नाभूदित्यर्थः ॥	How could the Elephant Asura stand a chance against Shiva? His pestle-like tusk broke asunder due to the light beaming from the crest-moon; his streaming ichor was sucked dry by the dazzling flame of the fire emanating from the eye; and the wind from the flapping of his ears was quaffed up by the ornamental serpents.	A Sanskrit poetic convention, rarely used elsewhere, but employed with some frequency by Mankha is about the elephant’s tusk bursting open in moonlight (see also 10.53, 17.13). The purport of this and the next verse is that the Elephant Asura lost to Shiva even before he could fight with him (JR). Serpents are said to subsist on air.
5	15	भूषोरगेषु तुलितायसशृङ्खलेषुव्यक्ताङ्कुशश्रियि किरीटशशाङ्कखण्डे । आलानदण्डरुचिदोष्णि च यस्य चक्षुः क्षिप्त्वैव कातरतरः स गजासुरोऽभूत् ॥ १५ ॥	bhūṣorageṣu tulitāyasaśṛṅkhaleṣuvyaktāṅkuśaśriyi kirīṭaśaśāṅkakhaṇḍe | ālānadaṇḍarucidoṣṇi ca yasya cakṣuḥ kṣiptvaiva kātarataraḥ sa gajāsuro'bhūt || 15 ||	तुलिताः सदृशीकृता आयस्यो लोहमय्यः शृङ्खला यैस्तेषु सर्पषु । तथा व्यक्ताङ्कुश श्रीर्यस्य । हस्तिदमनार्थायुधविशेषसदृशे चन्द्रखण्डे । तथा गजबन्धनस्तम्भशोभे भुजे च दृष्टिमेव क्षिप्त्वा गजासुरो भग्नोऽभूत् । सर्पादीञ्शृङ्खलादित्वेन सम्भाव्य युद्धं विनैव गजासुरो भङ्गं प्रापेत्यर्थः ॥	The Elephant Asura became extremely anxious by merely letting his glance fall on Shiva’s ornamental serpents that resembled iron chains, sliver crest-moon that appeared like a goad, and one of his strong arms that assumed the likeness of a tying post. 	N/A
5	16	लोकत्रयैकभिषजा विचरन्रणोर्व्यां येनावलम्ब्य निबिडां करवालयष्टिम् । दुर्वारदर्पपटले शमिते प्रयोगा- दन्धासुरः सकलमैक्षत भीतितत्त्वम् ॥ १६ ॥	lokatrayaikabhiṣajā vicaranraṇorvyāṃ yenāvalambya nibiḍāṃ karavālayaṣṭim | durvāradarpapaṭale śamite prayogā- dandhāsuraḥ sakalamaikṣata bhītitattvam || 16 ||	लोकत्रयस्यैको भिषग्मलत्रयचिकित्सकस्तेन खड्गयष्टिं गृहीत्वा रणप्रयोगान्मदे नाशिते सति युद्धभूमौ विचरन्भयात्पलायमानोऽन्धकासुरः समस्तं भीतिरहस्यमपश्यत् । यष्टिं कीलिकां च गृहीत्वा वैद्येनौषधप्रयोगात्पटले नेत्ररोगविशेषे शमिते सत्यन्धस्तत्त्वं वस्तुजातं पश्यति ॥	The one and only physician of the triple worlds, Shiva grasped a sturdy sword/surgical probe and employed it on the Asura Andhaka/blind demon, who was rambling around in the battlefield, and cured him of a difficult-to-treat blindness, namely, his pride, so he could get a complete vision of fear’s essential nature.	One gains vision after being treated for one’s blindness by a physician. Andhaka was blinded by pride and knew no fear. The eye disease ‘paṭala’ is otherwise known as ‘liṅganāśa’, āndhya, or nīlikā. Surgery is sometimes indicated in its treatment (liṅganāśe nīlikā paṭalamāndhyamiti paryāyāḥ; atha --- niṣkampaṃ gṛhītayā śalākayā --- vidhyet; Aṣṭāṅgasaṅgraha, Uttarasthāna, 17.2, 17.7)
5	17	येन क्षतायुषि मखे विमुखेन कोपा- नष्टार्त्विजीनमुनिलोकविलुप्ततन्त्रे । दक्षस्य तत्क्षणविषादभुवा निजेन बाष्पह्रदेन पृथुनावभृतो विवव्रे ॥ १७ ॥	yena kṣatāyuṣi makhe vimukhena kopā- naṣṭārtvijīnamunilokaviluptatantre | dakṣasya tatkṣaṇaviṣādabhuvā nijena bāṣpahradena pṛthunāvabhṛto vivavre || 17 ||	रोषवशाद्विमुखेन येन दक्षस्य यज्ञे नाशिते सति, अत एव नष्ट: पलायमान आर्त्विजीनोऽर्त्विकर्मापोहो मुनिलोको यत्र । अत एव विलुप्ततन्त्रे नष्टविधौ दक्षस्य दुःखजातेन स्वेनाश्रुपूरेण यज्ञान्तस्नानं सम्पादितम् । यज्ञान्ते हि स्नानमुचितम् । दक्षस्येश्वरेण नाशितयज्ञत्वाच्छोकाश्रुणैव स्नानमभूदित्यर्थः ॥	When the officiating priests scurried away, Sacrifice was left in a lurch. And Shiva, unfavourably disposed towards it because of his anger, deprived it of its life. But Daksha still managed to finish the final ritual ablution in the vast lake of tears manifesting that very moment due to his sadness.	The destruction of Sacrifice, personified as a deer, is narrated in the Vāmana Purāṇa (Chapter 5) – ‘When the fire was put out, Sacrifice assumed the form of a celestial deer and ran helter-skelter in the sky along with his wife Dakshina’ (‘agnau praṇaṣṭe yajño’pi bhūtvā divyavapurmṛgaḥ | dudrāva viklavagatirdakṣiṇāsahito’mbare’, 5.26) and Shiva killed it in anger with his arrow (‘trinetro yajñaṃ krodhānmārgaṇairājaghāna’, 5.43). The poetic idea in the verse is this – The sacrificer takes a ritual bath when the sacrifice ends. In this case, the sacrifice ended with the very death of personified Sacrifice and Daksha, the sacrificer, took a ritual bath in his very own tears of sorrow.
5	18	नृत्तोत्सवे स्फुरति यस्य स दण्डपादो यस्मिन्गते गगनसागरसेतुमुद्राम् । दूराध्वलङ्घनघनश्रमवारिबिन्दु- वृन्दप्रथां चिरमुडूनि कटाक्षयन्ति ॥ १८ ॥	nṛttotsave sphurati yasya sa daṇḍapādo yasmingate gaganasāgarasetumudrām | dūrādhvalaṅghanaghanaśramavāribindu- vṛndaprathāṃ ciramuḍūni kaṭākṣayanti || 18 ||	यस्मिन्व्योमसमुद्रस्य सेतुत्वं याते मार्गोल्लङ्घनजातधर्माम्बुकणसम्भावनां तारा लभन्ते । स दण्डाकारः पादो यस्य स्फुरति ॥	When Shiva’s foot, lifted high up in the revelry of dance, forges a bridge across the sea that is the sky, the stars mimic a closely packed cluster of sweat beads sprouting on account of traversing the long distance. 	N/A
