म०,सू०,मं०,अष्ट०,अ०,व०,Mantra
1,117,1,1,8,13,मध्व॒ः सोम॑स्याश्विना॒ मदा॑य प्र॒त्नो होता वि॑वासते वाम् । ब॒र्हिष्म॑ती रा॒तिर्विश्रि॑ता॒ गीरि॒षा या॑तं नास॒त्योप॒ वाजै॑ः ॥
1,117,2,1,8,13,यो वा॑मश्विना॒ मन॑सो॒ जवी॑या॒न्रथ॒ः स्वश्वो॒ विश॑ आ॒जिगा॑ति । येन॒ गच्छ॑थः सु॒कृतो॑ दुरो॒णं तेन॑ नरा व॒र्तिर॒स्मभ्यं॑ यातम् ॥
1,117,3,1,8,13,ऋषिं॑ नरा॒वंह॑स॒ः पाञ्च॑जन्यमृ॒बीसा॒दत्रिं॑ मुञ्चथो ग॒णेन॑ । मि॒नन्ता॒ दस्यो॒रशि॑वस्य मा॒या अ॑नुपू॒र्वं वृ॑षणा चो॒दय॑न्ता ॥
1,117,4,1,8,13,अश्वं॒ न गू॒ळ्हम॑श्विना दु॒रेवै॒रृषिं॑ नरा वृषणा रे॒भम॒प्सु । सं तं रि॑णीथो॒ विप्रु॑तं॒ दंसो॑भि॒र्न वां॑ जूर्यन्ति पू॒र्व्या कृ॒तानि॑ ॥
1,117,5,1,8,13,सु॒षु॒प्वांसं॒ न निरृ॑तेरु॒पस्थे॒ सूर्यं॒ न द॑स्रा॒ तम॑सि क्षि॒यन्त॑म् । शु॒भे रु॒क्मं न द॑र्श॒तं निखा॑त॒मुदू॑पथुरश्विना॒ वन्द॑नाय ॥
1,117,6,1,8,14,तद्वां॑ नरा॒ शंस्यं॑ पज्रि॒येण॑ क॒क्षीव॑ता नासत्या॒ परि॑ज्मन् । श॒फादश्व॑स्य वा॒जिनो॒ जना॑य श॒तं कु॒म्भाँ अ॑सिञ्चतं॒ मधू॑नाम् ॥
1,117,7,1,8,14,यु॒वं न॑रा स्तुव॒ते कृ॑ष्णि॒याय॑ विष्णा॒प्वं॑ ददथु॒र्विश्व॑काय । घोषा॑यै चित्पितृ॒षदे॑ दुरो॒णे पतिं॒ जूर्य॑न्त्या अश्विनावदत्तम् ॥
1,117,8,1,8,14,यु॒वं श्यावा॑य॒ रुश॑तीमदत्तं म॒हः क्षो॒णस्या॑श्विना॒ कण्वा॑य । प्र॒वाच्यं॒ तद्वृ॑षणा कृ॒तं वां॒ यन्ना॑र्ष॒दाय॒ श्रवो॑ अ॒ध्यध॑त्तम् ॥
1,117,9,1,8,14,पु॒रू वर्पां॑स्यश्विना॒ दधा॑ना॒ नि पे॒दव॑ ऊहथुरा॒शुमश्व॑म् । स॒ह॒स्र॒सां वा॒जिन॒मप्र॑तीतमहि॒हनं॑ श्रव॒स्यं१॒॑ तरु॑त्रम् ॥
1,117,10,1,8,14,ए॒तानि॑ वां श्रव॒स्या॑ सुदानू॒ ब्रह्मा॑ङ्गू॒षं सद॑नं॒ रोद॑स्योः । यद्वां॑ प॒ज्रासो॑ अश्विना॒ हव॑न्ते या॒तमि॒षा च॑ वि॒दुषे॑ च॒ वाज॑म् ॥
1,117,11,1,8,15,सू॒नोर्माने॑नाश्विना गृणा॒ना वाजं॒ विप्रा॑य भुरणा॒ रद॑न्ता । अ॒गस्त्ये॒ ब्रह्म॑णा वावृधा॒ना सं वि॒श्पलां॑ नासत्यारिणीतम् ॥
1,117,12,1,8,15,कुह॒ यान्ता॑ सुष्टु॒तिं का॒व्यस्य॒ दिवो॑ नपाता वृषणा शयु॒त्रा । हिर॑ण्यस्येव क॒लशं॒ निखा॑त॒मुदू॑पथुर्दश॒मे अ॑श्वि॒नाह॑न् ॥
1,117,13,1,8,15,यु॒वं च्यवा॑नमश्विना॒ जर॑न्तं॒ पुन॒र्युवा॑नं चक्रथु॒ः शची॑भिः । यु॒वो रथं॑ दुहि॒ता सूर्य॑स्य स॒ह श्रि॒या ना॑सत्यावृणीत ॥
1,117,14,1,8,15,यु॒वं तुग्रा॑य पू॒र्व्येभि॒रेवै॑ः पुनर्म॒न्याव॑भवतं युवाना । यु॒वं भु॒ज्युमर्ण॑सो॒ निः स॑मु॒द्राद्विभि॑रूहथुरृ॒ज्रेभि॒रश्वै॑ः ॥
1,117,15,1,8,15,अजो॑हवीदश्विना तौ॒ग्र्यो वां॒ प्रोळ्ह॑ः समु॒द्रम॑व्य॒थिर्ज॑ग॒न्वान् । निष्टमू॑हथुः सु॒युजा॒ रथे॑न॒ मनो॑जवसा वृषणा स्व॒स्ति ॥
1,117,16,1,8,16,अजो॑हवीदश्विना॒ वर्ति॑का वामा॒स्नो यत्सी॒ममु॑ञ्चतं॒ वृक॑स्य । वि ज॒युषा॑ ययथु॒ः सान्वद्रे॑र्जा॒तं वि॒ष्वाचो॑ अहतं वि॒षेण॑ ॥
1,117,17,1,8,16,श॒तं मे॒षान्वृ॒क्ये॑ मामहा॒नं तम॒ः प्रणी॑त॒मशि॑वेन पि॒त्रा । आक्षी ऋ॒ज्राश्वे॑ अश्विनावधत्तं॒ ज्योति॑र॒न्धाय॑ चक्रथुर्वि॒चक्षे॑ ॥
1,117,18,1,8,16,शु॒नम॒न्धाय॒ भर॑मह्वय॒त्सा वृ॒कीर॑श्विना वृषणा॒ नरेति॑ । जा॒रः क॒नीन॑ इव चक्षदा॒न ऋ॒ज्राश्व॑ः श॒तमेकं॑ च मे॒षान् ॥
1,117,19,1,8,16,म॒ही वा॑मू॒तिर॑श्विना मयो॒भूरु॒त स्रा॒मं धि॑ष्ण्या॒ सं रि॑णीथः । अथा॑ यु॒वामिद॑ह्वय॒त्पुरं॑धि॒राग॑च्छतं सीं वृषणा॒ववो॑भिः ॥
1,117,20,1,8,16,अधे॑नुं दस्रा स्त॒र्यं१॒॑ विष॑क्ता॒मपि॑न्वतं श॒यवे॑ अश्विना॒ गाम् । यु॒वं शची॑भिर्विम॒दाय॑ जा॒यां न्यू॑हथुः पुरुमि॒त्रस्य॒ योषा॑म् ॥
1,117,21,1,8,17,यवं॒ वृके॑णाश्विना॒ वप॒न्तेषं॑ दु॒हन्ता॒ मनु॑षाय दस्रा । अ॒भि दस्युं॒ बकु॑रेणा॒ धम॑न्तो॒रु ज्योति॑श्चक्रथु॒रार्या॑य ॥
1,117,22,1,8,17,आ॒थ॒र्व॒णाया॑श्विना दधी॒चेऽश्व्यं॒ शिर॒ः प्रत्यै॑रयतम् । स वां॒ मधु॒ प्र वो॑चदृता॒यन्त्वा॒ष्ट्रं यद्द॑स्रावपिक॒क्ष्यं॑ वाम् ॥
1,117,23,1,8,17,सदा॑ कवी सुम॒तिमा च॑के वां॒ विश्वा॒ धियो॑ अश्विना॒ प्राव॑तं मे । अ॒स्मे र॒यिं ना॑सत्या बृ॒हन्त॑मपत्य॒साचं॒ श्रुत्यं॑ रराथाम् ॥
1,117,24,1,8,17,हिर॑ण्यहस्तमश्विना॒ ररा॑णा पु॒त्रं न॑रा वध्रिम॒त्या अ॑दत्तम् । त्रिधा॑ ह॒ श्याव॑मश्विना॒ विक॑स्त॒मुज्जी॒वस॑ ऐरयतं सुदानू ॥
1,117,25,1,8,17,ए॒तानि॑ वामश्विना वी॒र्या॑णि॒ प्र पू॒र्व्याण्या॒यवो॑ऽवोचन् । ब्रह्म॑ कृ॒ण्वन्तो॑ वृषणा यु॒वभ्यां॑ सु॒वीरा॑सो वि॒दथ॒मा व॑देम ॥
1,118,1,1,8,18,आ वां॒ रथो॑ अश्विना श्ये॒नप॑त्वा सुमृळी॒कः स्ववाँ॑ यात्व॒र्वाङ् । यो मर्त्य॑स्य॒ मन॑सो॒ जवी॑यान्त्रिवन्धु॒रो वृ॑षणा॒ वात॑रंहाः ॥
1,118,2,1,8,18,त्रि॒व॒न्धु॒रेण॑ त्रि॒वृता॒ रथे॑न त्रिच॒क्रेण॑ सु॒वृता या॑तम॒र्वाक् । पिन्व॑तं॒ गा जिन्व॑त॒मर्व॑तो नो व॒र्धय॑तमश्विना वी॒रम॒स्मे ॥
1,118,3,1,8,18,प्र॒वद्या॑मना सु॒वृता॒ रथे॑न॒ दस्रा॑वि॒मं शृ॑णुतं॒ श्लोक॒मद्रे॑ः । किम॒ङ्ग वां॒ प्रत्यव॑र्तिं॒ गमि॑ष्ठा॒हुर्विप्रा॑सो अश्विना पुरा॒जाः ॥
1,118,4,1,8,18,आ वां॑ श्ये॒नासो॑ अश्विना वहन्तु॒ रथे॑ यु॒क्तास॑ आ॒शव॑ः पतं॒गाः । ये अ॒प्तुरो॑ दि॒व्यासो॒ न गृध्रा॑ अ॒भि प्रयो॑ नासत्या॒ वह॑न्ति ॥
1,118,5,1,8,18,आ वां॒ रथं॑ युव॒तिस्ति॑ष्ठ॒दत्र॑ जु॒ष्ट्वी न॑रा दुहि॒ता सूर्य॑स्य । परि॑ वा॒मश्वा॒ वपु॑षः पतं॒गा वयो॑ वहन्त्वरु॒षा अ॒भीके॑ ॥
1,118,6,1,8,19,उद्वन्द॑नमैरतं दं॒सना॑भि॒रुद्रे॒भं द॑स्रा वृषणा॒ शची॑भिः । निष्टौ॒ग्र्यं पा॑रयथः समु॒द्रात्पुन॒श्च्यवा॑नं चक्रथु॒र्युवा॑नम् ॥
1,118,7,1,8,19,यु॒वमत्र॒येऽव॑नीताय त॒प्तमूर्ज॑मो॒मान॑मश्विनावधत्तम् । यु॒वं कण्वा॒यापि॑रिप्ताय॒ चक्षु॒ः प्रत्य॑धत्तं सुष्टु॒तिं जु॑जुषा॒णा ॥
1,118,8,1,8,19,यु॒वं धे॒नुं श॒यवे॑ नाधि॒तायापि॑न्वतमश्विना पू॒र्व्याय॑ । अमु॑ञ्चतं॒ वर्ति॑का॒मंह॑सो॒ निः प्रति॒ जङ्घां॑ वि॒श्पला॑या अधत्तम् ॥
1,118,9,1,8,19,यु॒वं श्वे॒तं पे॒दव॒ इन्द्र॑जूतमहि॒हन॑मश्विनादत्त॒मश्व॑म् । जो॒हूत्र॑म॒र्यो अ॒भिभू॑तिमु॒ग्रं स॑हस्र॒सां वृष॑णं वी॒ड्व॑ङ्गम् ॥
1,118,10,1,8,19,ता वां॑ नरा॒ स्वव॑से सुजा॒ता हवा॑महे अश्विना॒ नाध॑मानाः । आ न॒ उप॒ वसु॑मता॒ रथे॑न॒ गिरो॑ जुषा॒णा सु॑वि॒ताय॑ यातम् ॥
1,118,11,1,8,19,आ श्ये॒नस्य॒ जव॑सा॒ नूत॑नेना॒स्मे या॑तं नासत्या स॒जोषा॑ः । हवे॒ हि वा॑मश्विना रा॒तह॑व्यः शश्वत्त॒माया॑ उ॒षसो॒ व्यु॑ष्टौ ॥
1,119,1,1,8,20,आ वां॒ रथं॑ पुरुमा॒यं म॑नो॒जुवं॑ जी॒राश्वं॑ य॒ज्ञियं॑ जी॒वसे॑ हुवे । स॒हस्र॑केतुं व॒निनं॑ श॒तद्व॑सुं श्रुष्टी॒वानं॑ वरिवो॒धाम॒भि प्रय॑ः ॥
1,119,2,1,8,20,ऊ॒र्ध्वा धी॒तिः प्रत्य॑स्य॒ प्रया॑म॒न्यधा॑यि॒ शस्म॒न्सम॑यन्त॒ आ दिश॑ः । स्वदा॑मि घ॒र्मं प्रति॑ यन्त्यू॒तय॒ आ वा॑मू॒र्जानी॒ रथ॑मश्विनारुहत् ॥
1,119,3,1,8,20,सं यन्मि॒थः प॑स्पृधा॒नासो॒ अग्म॑त शु॒भे म॒खा अमि॑ता जा॒यवो॒ रणे॑ । यु॒वोरह॑ प्रव॒णे चे॑किते॒ रथो॒ यद॑श्विना॒ वह॑थः सू॒रिमा वर॑म् ॥
1,119,4,1,8,20,यु॒वं भु॒ज्युं भु॒रमा॑णं॒ विभि॑र्ग॒तं स्वयु॑क्तिभिर्नि॒वह॑न्ता पि॒तृभ्य॒ आ । या॒सि॒ष्टं व॒र्तिर्वृ॑षणा विजे॒न्यं१॒॑ दिवो॑दासाय॒ महि॑ चेति वा॒मव॑ः ॥
1,119,5,1,8,20,यु॒वोर॑श्विना॒ वपु॑षे युवा॒युजं॒ रथं॒ वाणी॑ येमतुरस्य॒ शर्ध्य॑म् । आ वां॑ पति॒त्वं स॒ख्याय॑ ज॒ग्मुषी॒ योषा॑वृणीत॒ जेन्या॑ यु॒वां पती॑ ॥
1,119,6,1,8,21,यु॒वं रे॒भं परि॑षूतेरुरुष्यथो हि॒मेन॑ घ॒र्मं परि॑तप्त॒मत्र॑ये । यु॒वं श॒योर॑व॒सं पि॑प्यथु॒र्गवि॒ प्र दी॒र्घेण॒ वन्द॑नस्ता॒र्यायु॑षा ॥
1,119,7,1,8,21,यु॒वं वन्द॑नं॒ निरृ॑तं जर॒ण्यया॒ रथं॒ न द॑स्रा कर॒णा समि॑न्वथः । क्षेत्रा॒दा विप्रं॑ जनथो विप॒न्यया॒ प्र वा॒मत्र॑ विध॒ते दं॒सना॑ भुवत् ॥
1,119,8,1,8,21,अग॑च्छतं॒ कृप॑माणं परा॒वति॑ पि॒तुः स्वस्य॒ त्यज॑सा॒ निबा॑धितम् । स्व॑र्वतीरि॒त ऊ॒तीर्यु॒वोरह॑ चि॒त्रा अ॒भीके॑ अभवन्न॒भिष्ट॑यः ॥
1,119,9,1,8,21,उ॒त स्या वां॒ मधु॑म॒न्मक्षि॑कारप॒न्मदे॒ सोम॑स्यौशि॒जो हु॑वन्यति । यु॒वं द॑धी॒चो मन॒ आ वि॑वास॒थोऽथा॒ शिर॒ः प्रति॑ वा॒मश्व्यं॑ वदत् ॥
1,119,10,1,8,21,यु॒वं पे॒दवे॑ पुरु॒वार॑मश्विना स्पृ॒धां श्वे॒तं त॑रु॒तारं॑ दुवस्यथः । शर्यै॑र॒भिद्युं॒ पृत॑नासु दु॒ष्टरं॑ च॒र्कृत्य॒मिन्द्र॑मिव चर्षणी॒सह॑म् ॥
1,120,1,1,8,22,का रा॑ध॒द्धोत्रा॑श्विना वां॒ को वां॒ जोष॑ उ॒भयो॑ः । क॒था वि॑धा॒त्यप्र॑चेताः ॥
1,120,2,1,8,22,वि॒द्वांसा॒विद्दुर॑ः पृच्छे॒दवि॑द्वानि॒त्थाप॑रो अचे॒ताः । नू चि॒न्नु मर्ते॒ अक्रौ॑ ॥
1,120,3,1,8,22,ता वि॒द्वांसा॑ हवामहे वां॒ ता नो॑ वि॒द्वांसा॒ मन्म॑ वोचेतम॒द्य । प्रार्च॒द्दय॑मानो यु॒वाकु॑ः ॥
1,120,4,1,8,22,वि पृ॑च्छामि पा॒क्या॒३॒॑ न दे॒वान्वष॑ट्कृतस्याद्भु॒तस्य॑ दस्रा । पा॒तं च॒ सह्य॑सो यु॒वं च॒ रभ्य॑सो नः ॥
1,120,5,1,8,22,प्र या घोषे॒ भृग॑वाणे॒ न शोभे॒ यया॑ वा॒चा यज॑ति पज्रि॒यो वा॑म् । प्रैष॒युर्न वि॒द्वान् ॥
1,120,6,1,8,23,श्रु॒तं गा॑य॒त्रं तक॑वानस्या॒हं चि॒द्धि रि॒रेभा॑श्विना वाम् । आक्षी शु॑भस्पती॒ दन् ॥
1,120,7,1,8,23,यु॒वं ह्यास्तं॑ म॒हो रन्यु॒वं वा॒ यन्नि॒रत॑तंसतम् । ता नो॑ वसू सुगो॒पा स्या॑तं पा॒तं नो॒ वृका॑दघा॒योः ॥
1,120,8,1,8,23,मा कस्मै॑ धातम॒भ्य॑मि॒त्रिणे॑ नो॒ माकुत्रा॑ नो गृ॒हेभ्यो॑ धे॒नवो॑ गुः । स्त॒ना॒भुजो॒ अशि॑श्वीः ॥
1,120,9,1,8,23,दु॒ही॒यन्मि॒त्रधि॑तये यु॒वाकु॑ रा॒ये च॑ नो मिमी॒तं वाज॑वत्यै । इ॒षे च॑ नो मिमीतं धेनु॒मत्यै॑ ॥
1,120,10,1,8,23,अ॒श्विनो॑रसनं॒ रथ॑मन॒श्वं वा॒जिनी॑वतोः । तेना॒हं भूरि॑ चाकन ॥
1,120,11,1,8,23,अ॒यं स॑मह मा तनू॒ह्याते॒ जनाँ॒ अनु॑ । सो॒म॒पेयं॑ सु॒खो रथ॑ः ॥
1,120,12,1,8,23,अध॒ स्वप्न॑स्य॒ निर्वि॒देऽभु॑ञ्जतश्च रे॒वत॑ः । उ॒भा ता बस्रि॑ नश्यतः ॥
1,121,1,1,8,24,कदि॒त्था नॄँः पात्रं॑ देवय॒तां श्रव॒द्गिरो॒ अङ्गि॑रसां तुर॒ण्यन् । प्र यदान॒ड्विश॒ आ ह॒र्म्यस्यो॒रु क्रं॑सते अध्व॒रे यज॑त्रः ॥
1,121,2,1,8,24,स्तम्भी॑द्ध॒ द्यां स ध॒रुणं॑ प्रुषायदृ॒भुर्वाजा॑य॒ द्रवि॑णं॒ नरो॒ गोः । अनु॑ स्व॒जां म॑हि॒षश्च॑क्षत॒ व्रां मेना॒मश्व॑स्य॒ परि॑ मा॒तरं॒ गोः ॥
1,121,3,1,8,24,नक्ष॒द्धव॑मरु॒णीः पू॒र्व्यं राट् तु॒रो वि॒शामङ्गि॑रसा॒मनु॒ द्यून् । तक्ष॒द्वज्रं॒ नियु॑तं त॒स्तम्भ॒द्द्यां चतु॑ष्पदे॒ नर्या॑य द्वि॒पादे॑ ॥
1,121,4,1,8,24,अ॒स्य मदे॑ स्व॒र्यं॑ दा ऋ॒तायापी॑वृतमु॒स्रिया॑णा॒मनी॑कम् । यद्ध॑ प्र॒सर्गे॑ त्रिक॒कुम्नि॒वर्त॒दप॒ द्रुहो॒ मानु॑षस्य॒ दुरो॑ वः ॥
1,121,5,1,8,24,तुभ्यं॒ पयो॒ यत्पि॒तरा॒वनी॑तां॒ राध॑ः सु॒रेत॑स्तु॒रणे॑ भुर॒ण्यू । शुचि॒ यत्ते॒ रेक्ण॒ आय॑जन्त सब॒र्दुघा॑या॒ः पय॑ उ॒स्रिया॑याः ॥
1,121,6,1,8,25,अध॒ प्र ज॑ज्ञे त॒रणि॑र्ममत्तु॒ प्र रो॑च्य॒स्या उ॒षसो॒ न सूर॑ः । इन्दु॒र्येभि॒राष्ट॒ स्वेदु॑हव्यैः स्रु॒वेण॑ सि॒ञ्चञ्ज॒रणा॒भि धाम॑ ॥
1,121,7,1,8,25,स्वि॒ध्मा यद्व॒नधि॑तिरप॒स्यात्सूरो॑ अध्व॒रे परि॒ रोध॑ना॒ गोः । यद्ध॑ प्र॒भासि॒ कृत्व्याँ॒ अनु॒ द्यूनन॑र्विशे प॒श्विषे॑ तु॒राय॑ ॥
1,121,8,1,8,25,अ॒ष्टा म॒हो दि॒व आदो॒ हरी॑ इ॒ह द्यु॑म्ना॒साह॑म॒भि यो॑धा॒न उत्स॑म् । हरिं॒ यत्ते॑ म॒न्दिनं॑ दु॒क्षन्वृ॒धे गोर॑भस॒मद्रि॑भिर्वा॒ताप्य॑म् ॥
1,121,9,1,8,25,त्वमा॑य॒सं प्रति॑ वर्तयो॒ गोर्दि॒वो अश्मा॑न॒मुप॑नीत॒मृभ्वा॑ । कुत्सा॑य॒ यत्र॑ पुरुहूत व॒न्वञ्छुष्ण॑मन॒न्तैः प॑रि॒यासि॑ व॒धैः ॥
1,121,10,1,8,25,पु॒रा यत्सूर॒स्तम॑सो॒ अपी॑ते॒स्तम॑द्रिवः फलि॒गं हे॒तिम॑स्य । शुष्ण॑स्य चि॒त्परि॑हितं॒ यदोजो॑ दि॒वस्परि॒ सुग्र॑थितं॒ तदाद॑ः ॥
1,121,11,1,8,26,अनु॑ त्वा म॒ही पाज॑सी अच॒क्रे द्यावा॒क्षामा॑ मदतामिन्द्र॒ कर्म॑न् । त्वं वृ॒त्रमा॒शया॑नं सि॒रासु॑ म॒हो वज्रे॑ण सिष्वपो व॒राहु॑म् ॥
1,121,12,1,8,26,त्वमि॑न्द्र॒ नर्यो॒ याँ अवो॒ नॄन्तिष्ठा॒ वात॑स्य सु॒युजो॒ वहि॑ष्ठान् । यं ते॑ का॒व्य उ॒शना॑ म॒न्दिनं॒ दाद्वृ॑त्र॒हणं॒ पार्यं॑ ततक्ष॒ वज्र॑म् ॥
1,121,13,1,8,26,त्वं सूरो॑ ह॒रितो॑ रामयो॒ नॄन्भर॑च्च॒क्रमेत॑शो॒ नायमि॑न्द्र । प्रास्य॑ पा॒रं न॑व॒तिं ना॒व्या॑ना॒मपि॑ क॒र्तम॑वर्त॒योऽय॑ज्यून् ॥
1,121,14,1,8,26,त्वं नो॑ अ॒स्या इ॑न्द्र दु॒र्हणा॑याः पा॒हि व॑ज्रिवो दुरि॒ताद॒भीके॑ । प्र नो॒ वाजा॑न्र॒थ्यो॒३॒॑ अश्व॑बुध्यानि॒षे य॑न्धि॒ श्रव॑से सू॒नृता॑यै ॥
1,121,15,2,1,1,मा सा ते॑ अ॒स्मत्सु॑म॒तिर्वि द॑स॒द्वाज॑प्रमह॒ः समिषो॑ वरन्त । आ नो॑ भज मघव॒न्गोष्व॒र्यो मंहि॑ष्ठास्ते सध॒माद॑ः स्याम ॥
1,122,1,2,1,1,प्र व॒ः पान्तं॑ रघुमन्य॒वोऽन्धो॑ य॒ज्ञं रु॒द्राय॑ मी॒ळ्हुषे॑ भरध्वम् । दि॒वो अ॑स्तो॒ष्यसु॑रस्य वी॒रैरि॑षु॒ध्येव॑ म॒रुतो॒ रोद॑स्योः ॥
1,122,2,2,1,1,पत्नी॑व पू॒र्वहू॑तिं वावृ॒धध्या॑ उ॒षासा॒नक्ता॑ पुरु॒धा विदा॑ने । स्त॒रीर्नात्कं॒ व्यु॑तं॒ वसा॑ना॒ सूर्य॑स्य श्रि॒या सु॒दृशी॒ हिर॑ण्यैः ॥
1,122,3,2,1,1,म॒मत्तु॑ न॒ः परि॑ज्मा वस॒र्हा म॒मत्तु॒ वातो॑ अ॒पां वृष॑ण्वान् । शि॒शी॒तमि॑न्द्रापर्वता यु॒वं न॒स्तन्नो॒ विश्वे॑ वरिवस्यन्तु दे॒वाः ॥
1,122,4,2,1,1,उ॒त त्या मे॑ य॒शसा॑ श्वेत॒नायै॒ व्यन्ता॒ पान्तौ॑शि॒जो हु॒वध्यै॑ । प्र वो॒ नपा॑तम॒पां कृ॑णुध्वं॒ प्र मा॒तरा॑ रास्पि॒नस्या॒योः ॥
1,122,5,2,1,1,आ वो॑ रुव॒ण्युमौ॑शि॒जो हु॒वध्यै॒ घोषे॑व॒ शंस॒मर्जु॑नस्य॒ नंशे॑ । प्र व॑ः पू॒ष्णे दा॒वन॒ आँ अच्छा॑ वोचेय व॒सुता॑तिम॒ग्नेः ॥
1,122,6,2,1,2,श्रु॒तं मे॑ मित्रावरुणा॒ हवे॒मोत श्रु॑तं॒ सद॑ने वि॒श्वत॑ः सीम् । श्रोतु॑ न॒ः श्रोतु॑रातिः सु॒श्रोतु॑ः सु॒क्षेत्रा॒ सिन्धु॑र॒द्भिः ॥
1,122,7,2,1,2,स्तु॒षे सा वां॑ वरुण मित्र रा॒तिर्गवां॑ श॒ता पृ॒क्षया॑मेषु प॒ज्रे । श्रु॒तर॑थे प्रि॒यर॑थे॒ दधा॑नाः स॒द्यः पु॒ष्टिं नि॑रुन्धा॒नासो॑ अग्मन् ॥
1,122,8,2,1,2,अ॒स्य स्तु॑षे॒ महि॑मघस्य॒ राध॒ः सचा॑ सनेम॒ नहु॑षः सु॒वीरा॑ः । जनो॒ यः प॒ज्रेभ्यो॑ वा॒जिनी॑वा॒नश्वा॑वतो र॒थिनो॒ मह्यं॑ सू॒रिः ॥
1,122,9,2,1,2,जनो॒ यो मि॑त्रावरुणावभि॒ध्रुग॒पो न वां॑ सु॒नोत्य॑क्ष्णया॒ध्रुक् । स्व॒यं स यक्ष्मं॒ हृद॑ये॒ नि ध॑त्त॒ आप॒ यदीं॒ होत्रा॑भिरृ॒तावा॑ ॥
1,122,10,2,1,2,स व्राध॑तो॒ नहु॑षो॒ दंसु॑जूत॒ः शर्ध॑स्तरो न॒रां गू॒र्तश्र॑वाः । विसृ॑ष्टरातिर्याति बाळ्ह॒सृत्वा॒ विश्वा॑सु पृ॒त्सु सद॒मिच्छूर॑ः ॥
1,122,11,2,1,3,अध॒ ग्मन्ता॒ नहु॑षो॒ हवं॑ सू॒रेः श्रोता॑ राजानो अ॒मृत॑स्य मन्द्राः । न॒भो॒जुवो॒ यन्नि॑र॒वस्य॒ राध॒ः प्रश॑स्तये महि॒ना रथ॑वते ॥
1,122,12,2,1,3,ए॒तं शर्धं॑ धाम॒ यस्य॑ सू॒रेरित्य॑वोच॒न्दश॑तयस्य॒ नंशे॑ । द्यु॒म्नानि॒ येषु॑ व॒सुता॑ती रा॒रन्विश्वे॑ सन्वन्तु प्रभृ॒थेषु॒ वाज॑म् ॥
1,122,13,2,1,3,मन्दा॑महे॒ दश॑तयस्य धा॒सेर्द्विर्यत्पञ्च॒ बिभ्र॑तो॒ यन्त्यन्ना॑ । किमि॒ष्टाश्व॑ इ॒ष्टर॑श्मिरे॒त ई॑शा॒नास॒स्तरु॑ष ऋञ्जते॒ नॄन् ॥
1,122,14,2,1,3,हिर॑ण्यकर्णं मणिग्रीव॒मर्ण॒स्तन्नो॒ विश्वे॑ वरिवस्यन्तु दे॒वाः । अ॒र्यो गिर॑ः स॒द्य आ ज॒ग्मुषी॒रोस्राश्चा॑कन्तू॒भये॑ष्व॒स्मे ॥
1,122,15,2,1,3,च॒त्वारो॑ मा मश॒र्शार॑स्य॒ शिश्व॒स्त्रयो॒ राज्ञ॒ आय॑वसस्य जि॒ष्णोः । रथो॑ वां मित्रावरुणा दी॒र्घाप्सा॒ः स्यूम॑गभस्ति॒ः सूरो॒ नाद्यौ॑त् ॥
1,123,1,2,1,4,पृ॒थू रथो॒ दक्षि॑णाया अयो॒ज्यैनं॑ दे॒वासो॑ अ॒मृता॑सो अस्थुः । कृ॒ष्णादुद॑स्थाद॒र्या॒३॒॑ विहा॑या॒श्चिकि॑त्सन्ती॒ मानु॑षाय॒ क्षया॑य ॥
1,123,2,2,1,4,पूर्वा॒ विश्व॑स्मा॒द्भुव॑नादबोधि॒ जय॑न्ती॒ वाजं॑ बृह॒ती सनु॑त्री । उ॒च्चा व्य॑ख्यद्युव॒तिः पु॑न॒र्भूरोषा अ॑गन्प्रथ॒मा पू॒र्वहू॑तौ ॥
1,123,3,2,1,4,यद॒द्य भा॒गं वि॒भजा॑सि॒ नृभ्य॒ उषो॑ देवि मर्त्य॒त्रा सु॑जाते । दे॒वो नो॒ अत्र॑ सवि॒ता दमू॑ना॒ अना॑गसो वोचति॒ सूर्या॑य ॥
1,123,4,2,1,4,गृ॒हंगृ॑हमह॒ना या॒त्यच्छा॑ दि॒वेदि॑वे॒ अधि॒ नामा॒ दधा॑ना । सिषा॑सन्ती द्योत॒ना शश्व॒दागा॒दग्र॑मग्र॒मिद्भ॑जते॒ वसू॑नाम् ॥
1,123,5,2,1,4,भग॑स्य॒ स्वसा॒ वरु॑णस्य जा॒मिरुष॑ः सूनृते प्रथ॒मा ज॑रस्व । प॒श्चा स द॑घ्या॒ यो अ॒घस्य॑ धा॒ता जये॑म॒ तं दक्षि॑णया॒ रथे॑न ॥
1,123,6,2,1,5,उदी॑रतां सू॒नृता॒ उत्पुरं॑धी॒रुद॒ग्नय॑ः शुशुचा॒नासो॑ अस्थुः । स्पा॒र्हा वसू॑नि॒ तम॒साप॑गूळ्हा॒विष्कृ॑ण्वन्त्यु॒षसो॑ विभा॒तीः ॥
1,123,7,2,1,5,अपा॒न्यदेत्य॒भ्य१॒॑न्यदे॑ति॒ विषु॑रूपे॒ अह॑नी॒ सं च॑रेते । प॒रि॒क्षितो॒स्तमो॑ अ॒न्या गुहा॑क॒रद्यौ॑दु॒षाः शोशु॑चता॒ रथे॑न ॥
