Mandala,Sukta,MantraNum,Mantra
2,6,3,तं त्वा गीर्भिर्गिर्वणसं द्रविणस्युं द्रविणोदः। सपर्येम सपर्यवः॥
2,6,4,स बोधि सूरिर्मघवा वसुपते वसुदावन्। युयोध्यस्मद्द्वेषांसि॥
2,6,5,स नो वृष्टिं दिवस्परि स नो वाजमनर्वाणम्। स नः सहस्रिणीरिषः॥
2,6,6,ईळानायावस्यवे यविष्ठ दूत नो गिरा। यजिष्ठ होतरा गहि॥
2,6,7,अन्तर्ह्यग्न ईयसे विद्वाञ्जन्मोभया कवे। दूतो जन्येव मित्र्यः॥
2,6,8,स विद्वाँ आ च पिप्रयो यक्षि चिकित्व आनुषक्। आ चास्मिन्सत्सि बर्हिषि॥
2,7,1,श्रेष्ठं यविष्ठ भारताग्ने द्युमन्तमा भर। वसो पुरुस्पृहं रयिम्॥
2,7,2,मा नो अरातिरीशत देवस्य मर्त्यस्य च। पर्षि तस्या उत द्विषः॥
2,7,3,विश्वा उत त्वया वयं धारा उदन्या इव। अति गाहेमहि द्विषः॥
2,7,4,शुचिः पावक वन्द्योऽग्ने बृहद्वि रोचसे। त्वं घृतेभिराहुतः॥
2,7,5,त्वं नो असि भारताग्ने वशाभिरुक्षभिः। अष्टापदीभिराहुतः॥
2,7,6,द्र्वन्नः सर्पिरासुतिः प्रत्नो होता वरेण्यः। सहसस्पुत्रो अद्भुतः॥
2,8,1,वाजयन्निव नू रथान्योगाँ अग्नेरुप स्तुहि। यशस्तमस्य मीळ्हुषः॥
2,8,2,यः सुनीथो ददाशुषेऽजुर्यो जरयन्नरिम्। चारुप्रतीक आहुतः॥
2,8,3,य उ श्रिया दमेष्वा दोषोषसि प्रशस्यते। यस्य व्रतं न मीयते॥
2,8,4,आ यः स्वर्ण भानुना चित्रो विभात्यर्चिषा। अञ्जानो अजरैरभि॥
2,8,5,अत्रिमनु स्वराज्यमग्निमुक्थानि वावृधुः। विश्वा अधि श्रियो दधे॥
2,8,6,अग्नेरिन्द्रस्य सोमस्य देवानामूतिभिर्वयम्। अरिष्यन्तः सचेमह्यभि ष्याम पृतन्यतः॥
2,9,1,नि होता होतृषदने विदानस्त्वेषो दीदिवाँ असदत्सुदक्षः। अदब्धव्रतप्रमतिर्वसिष्ठः सहस्रम्भरः शुचिजिह्वो अग्निः॥
2,9,2,त्वं दूतस्त्वमु नः परस्पास्त्वं वस्य आ वृषभ प्रणेता। अग्ने तोकस्य नस्तने तनूनामप्रयुच्छन्दीद्यद्बोधि गोपाः॥
2,9,3,विधेम ते परमे जन्मन्नग्ने विधेम स्तोमैरवरे सधस्थे। यस्माद्योनेरुदारिथा यजे तं प्र त्वे हवींषि जुहुरे समिद्धे॥
2,9,4,अग्ने यजस्व हविषा यजीयाञ्छ्रुष्टी देष्णमभि गृणीहि राधः। त्वं ह्यसि रयिपती रयीणां त्वं शुक्रस्य वचसो मनोता॥
2,9,5,उभयं ते न क्षीयते वसव्यं दिवेदिवे जायमानस्य दस्म। कृधि क्षुमन्तं जरितारमग्ने कृधि पतिं स्वपत्यस्य रायः॥
2,9,6,सैनानीकेन सुविदत्रो अस्मे यष्टा देवाँ आयजिष्ठः स्वस्ति। अदब्धो गोपा उत नः परस्पा अग्ने द्युमदुत रेवद्दिदीहि॥
2,10,1,जोहूत्रो अग्निः प्रथमः पितेवेळस्पदे मनुषा यत्समिद्धः। श्रियं वसानो अमृतो विचेता मर्मृजेन्यः श्रवस्यः स वाजी॥
2,10,2,श्रूया अग्निश्चित्रभानुर्हवं मे विश्वाभिर्गीर्भिरमृतो विचेताः। श्यावा रथं वहतो रोहिता वोतारुषाह चक्रे विभृत्रः॥
2,10,3,उत्तानायामजनयन्सुषूतं भुवदग्निः पुरुपेशासु गर्भः। शिरिणायां चिदक्तुना महोभिरपरीवृतो वसति प्रचेताः॥
2,10,4,जिघर्म्यग्निं हविषा घृतेन प्रतिक्षियन्तं भुवनानि विश्वा। पृथुं तिरश्चा वयसा बृहन्तं व्यचिष्ठमन्नै रभसं दृशानम्॥
2,10,5,आ विश्वतः प्रत्यञ्चं जिघर्म्यरक्षसा मनसा तज्जुषेत। मर्यश्रीः स्पृहयद्वर्णो अग्निर्नाभिमृशे तन्वा जर्भुराणः॥
2,10,6,ज्ञेया भागं सहसानो वरेण त्वादूतासो मनुवद्वदेम। अनूनमग्निं जुह्वा वचस्या मधुपृचं धनसा जोहवीमि॥
2,11,1,श्रुधी हवमिन्द्र मा रिषण्यः स्याम ते दावने वसूनाम्। इमा हि त्वामूर्जो वर्धयन्ति वसूयवः सिन्धवो न क्षरन्तः॥
2,11,2,सृजो महीरिन्द्र या अपिन्वः परिष्ठिता अहिना शूर पूर्वीः। अमर्त्यं चिद्दासं मन्यमानमवाभिनदुक्थैर्वावृधानः॥
2,11,3,उक्थेष्विन्नु शूर येषु चाकन्स्तोमेष्विन्द्र रुद्रियेषु च। तुभ्येदेता यासु मन्दसानः प्र वायवे सिस्रते न शुभ्राः॥
2,11,4,शुभ्रं नु ते शुष्मं वर्धयन्तः शुभ्रं वज्रं बाह्वोर्दधानाः। शुभ्रस्त्वमिन्द्र वावृधानो अस्मे दासीर्विशः सूर्येण सह्याः॥
2,11,5,गुहा हितं गुह्यं गूळ्हमप्स्वपीवृतं मायिनं क्षियन्तम्। उतो अपो द्यां तस्तभ्वांसमहन्नहिं शूर वीर्येण॥
2,11,6,स्तवा नु त इन्द्र पूर्व्या महान्युत स्तवाम नूतना कृतानि। स्तवा वज्रं बाह्वोरुशन्तं स्तवा हरी सूर्यस्य केतू॥
2,11,7,हरी नु त इन्द्र वाजयन्ता घृतश्चुतं स्वारमस्वार्ष्टाम्। वि समना भूमिरप्रथिष्टारंस्त पर्वतश्चित्सरिष्यन्॥
2,11,8,नि पर्वतः साद्यप्रयुच्छन्सं मातृभिर्वावशानो अक्रान्। दूरे पारे वाणीं वर्धयन्त इन्द्रेषितां धमनिं पप्रथन्नि॥
2,11,9,इन्द्रो महां सिन्धुमाशयानं मायाविनं वृत्रमस्फुरन्निः। अरेजेतां रोदसी भियाने कनिक्रदतो वृष्णो अस्य वज्रात्॥
2,11,10,अरोरवीद्वृष्णो अस्य वज्रोऽमानुषं यन्मानुषो निजूर्वात्। नि मायिनो दानवस्य माया अपादयत्पपिवान्सुतस्य॥
2,11,11,पिबापिबेदिन्द्र शूर सोमं मन्दन्तु त्वा मन्दिनः सुतासः। पृणन्तस्ते कुक्षी वर्धयन्त्वित्था सुतः पौर इन्द्रमाव॥
2,11,12,त्वे इन्द्राप्यभूम विप्रा धियं वनेम ऋतया सपन्तः। अवस्यवो धीमहि प्रशस्तिं सद्यस्ते रायो दावने स्याम॥
2,11,13,स्याम ते त इन्द्र ये त ऊती अवस्यव ऊर्जं वर्धयन्तः। शुष्मिन्तमं यं चाकनाम देवास्मे रयिं रासि वीरवन्तम्॥
2,11,14,रासि क्षयं रासि मित्रमस्मे रासि शर्ध इन्द्र मारुतं नः। सजोषसो ये च मन्दसानाः प्र वायवः पान्त्यग्रणीतिम्॥
2,11,15,व्यन्त्विन्नु येषु मन्दसानस्तृपत्सोमं पाहि द्रह्यदिन्द्र। अस्मान्सु पृत्स्वा तरुत्रावर्धयो द्यां बृहद्भिरर्कैः॥
2,11,16,बृहन्त इन्नु ये ते तरुत्रोक्थेभिर्वा सुम्नमाविवासान्। स्तृणानासो बर्हिः पस्त्यावत्त्वोता इदिन्द्र वाजमग्मन्॥
2,11,17,उग्रेष्विन्नु शूर मन्दसानस्त्रिकद्रुकेषु पाहि सोममिन्द्र। प्रदोधुवच्छ्मश्रुषु प्रीणानो याहि हरिभ्यां सुतस्य पीतिम्॥
2,11,18,धिष्वा शवः शूर येन वृत्रमवाभिनद्दानुमौर्णवाभम्। अपावृणोर्ज्योतिरार्याय नि सव्यतः सादि दस्युरिन्द्र॥
2,11,19,सनेम ये त ऊतिभिस्तरन्तो विश्वाः स्पृध आर्येण दस्यून्। अस्मभ्यं तत्त्वाष्ट्रं विश्वरूपमरन्धयः साख्यस्य त्रिताय॥
2,11,20,अस्य सुवानस्य मन्दिनस्त्रितस्य न्यर्बुदं वावृधानो अस्तः। अवर्तयत्सूर्यो न चक्रं भिनद्वलमिन्द्रो अङ्गिरस्वान्॥
2,11,21,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,12,1,यो जात एव प्रथमो मनस्वान्देवो देवान्क्रतुना पर्यभूषत्। यस्य शुष्माद्रोदसी अभ्यसेतां नृम्णस्य मह्ना स जनास इन्द्रः॥
2,12,2,यः पृथिवीं व्यथमानामदृंहद्यः पर्वतान्प्रकुपिताँ अरम्णात्। यो अन्तरिक्षं विममे वरीयो यो द्यामस्तभ्नात्स जनास इन्द्रः॥
2,12,3,यो हत्वाहिमरिणात्सप्त सिन्धून्यो गा उदाजदपधा वलस्य। यो अश्मनोरन्तरग्निं जजान संवृक्समत्सु स जनास इन्द्रः॥
2,12,4,येनेमा विश्वा च्यवना कृतानि यो दासं वर्णमधरं गुहाकः। श्वघ्नीव यो जिगीवाँल्लक्षमाददर्यः पुष्टानि स जनास इन्द्रः॥
2,12,5,यं स्मा पृच्छन्ति कुह सेति घोरमुतेमाहुर्नैषो अस्तीत्येनम्। सो अर्यः पुष्टीर्विज इवा मिनाति श्रदस्मै धत्त स जनास इन्द्रः॥
2,12,6,यो रध्रस्य चोदिता यः कृशस्य यो ब्रह्मणो नाधमानस्य कीरेः। युक्तग्राव्णो योऽविता सुशिप्रः सुतसोमस्य स जनास इन्द्रः॥
2,12,7,यस्याश्वासः प्रदिशि यस्य गावो यस्य ग्रामा यस्य विश्वे रथासः। यः सूर्यं य उषसं जजान यो अपां नेता स जनास इन्द्रः॥
2,12,8,यं क्रन्दसी संयती विह्वयेते परेऽवर उभया अमित्राः। समानं चिद्रथमातस्थिवांसा नाना हवेते स जनास इन्द्रः॥
2,12,9,यस्मान्न ऋते विजयन्ते जनासो यं युध्यमाना अवसे हवन्ते। यो विश्वस्य प्रतिमानं बभूव यो अच्युतच्युत्स जनास इन्द्रः॥
2,12,10,यः शश्वतो मह्येनो दधानानमन्यमानाञ्छर्वा जघान। यः शर्धते नानुददाति शृध्यां यो दस्योर्हन्ता स जनास इन्द्रः॥
2,12,11,यः शम्बरं पर्वतेषु क्षियन्तं चत्वारिंश्यां शरद्यन्वविन्दत्। ओजायमानं यो अहिं जघान दानुं शयानं स जनास इन्द्रः॥
2,12,12,यः सप्तरश्मिर्वृषभस्तुविष्मानवासृजत्सर्तवे सप्त सिन्धून्। यो रौहिणमस्फुरद्वज्रबाहुर्द्यामारोहन्तं स जनास इन्द्रः॥
2,12,13,द्यावा चिदस्मै पृथिवी नमेते शुष्माच्चिदस्य पर्वता भयन्ते। यः सोमपा निचितो वज्रबाहुर्यो वज्रहस्तः स जनास इन्द्रः॥
2,12,14,यः सुन्वन्तमवति यः पचन्तं यः शंसन्तं यः शशमानमूती। यस्य ब्रह्म वर्धनं यस्य सोमो यस्येदं राधः स जनास इन्द्रः॥
2,12,15,यः सुन्वते पचते दुध्र आ चिद्वाजं दर्दर्षि स किलासि सत्यः। वयं त इन्द्र विश्वह प्रियासः सुवीरासो विदथमा वदेम॥
2,13,1,ऋतुर्जनित्री तस्या अपस्परि मक्षू जात आविशद्यासु वर्धते। तदाहना अभवत्पिप्युषी पयोंऽशोः पीयूषं प्रथमं तदुक्थ्यम्॥
2,13,2,सध्रीमा यन्ति परि बिभ्रतीः पयो विश्वप्स्न्याय प्र भरन्त भोजनम्। समानो अध्वा प्रवतामनुष्यदे यस्ताकृणोः प्रथमं सास्युक्थ्यः॥
2,13,3,अन्वेको वदति यद्ददाति तद्रूपा मिनन्तदपा एक ईयते। विश्वा एकस्य विनुदस्तितिक्षते यस्ताकृणोः प्रथमं सास्युक्थ्यः॥
2,13,4,प्रजाभ्यः पुष्टिं विभजन्त आसते रयिमिव पृष्ठं प्रभवन्तमायते। असिन्वन्दंष्ट्रैः पितुरत्ति भोजनं यस्ताकृणोः प्रथमं सास्युक्थ्यः॥
2,13,5,अधाकृणोः पृथिवीं संदृशे दिवे यो धौतीनामहिहन्नारिणक्पथः। तं त्वा स्तोमेभिरुदभिर्न वाजिनं देवं देवा अजनन्सास्युक्थ्यः॥
2,13,6,यो भोजनं च दयसे च वर्धनमार्द्रादा शुष्कं मधुमद्दुदोहिथ। स शेवधिं नि दधिषे विवस्वति विश्वस्यैक ईशिषे सास्युक्थ्यः॥
2,13,7,यः पुष्पिणीश्च प्रस्वश्च धर्मणाधि दाने व्यवनीरधारयः। यश्चासमा अजनो दिद्युतो दिव उरुरूर्वाँ अभितः सास्युक्थ्यः॥
2,13,8,यो नार्मरं सहवसुं निहन्तवे पृक्षाय च दासवेशाय चावहः। ऊर्जयन्त्या अपरिविष्टमास्यमुतैवाद्य पुरुकृत्सास्युक्थ्यः॥
2,13,9,शतं वा यस्य दश साकमाद्य एकस्य श्रुष्टौ यद्ध चोदमाविथ। अरज्जौ दस्यून्समुनब्दभीतये सुप्राव्यो अभवः सास्युक्थ्यः॥
2,13,10,विश्वेदनु रोधना अस्य पौंस्यं ददुरस्मै दधिरे कृत्नवे धनम्। षळस्तभ्ना विष्टिरः पञ्च संदृशः परि परो अभवः सास्युक्थ्यः॥
2,13,11,सुप्रवाचनं तव वीर वीर्यं यदेकेन क्रतुना विन्दसे वसु। जातूष्ठिरस्य प्र वयः सहस्वतो या चकर्थ सेन्द्र विश्वास्युक्थ्यः॥
2,13,12,अरमयः सरपसस्तराय कं तुर्वीतये च वय्याय च स्रुतिम्। नीचा सन्तमुदनयः परावृजं प्रान्धं श्रोणं श्रवयन्सास्युक्थ्यः॥
2,13,13,अस्मभ्यं तद्वसो दानाय राधः समर्थयस्व बहु ते वसव्यम्। इन्द्र यच्चित्रं श्रवस्या अनु द्यून्बृहद्वदेम विदथे सुवीराः॥
2,14,1,अध्वर्यवो भरतेन्द्राय सोममामत्रेभिः सिञ्चता मद्यमन्धः। कामी हि वीरः सदमस्य पीतिं जुहोत वृष्णे तदिदेष वष्टि॥
2,14,2,अध्वर्यवो यो अपो वव्रिवांसं वृत्रं जघानाशन्येव वृक्षम्। तस्मा एतं भरत तद्वशायँ एष इन्द्रो अर्हति पीतिमस्य॥
2,14,3,अध्वर्यवो यो दृभीकं जघान यो गा उदाजदप हि वलं वः। तस्मा एतमन्तरिक्षे न वातमिन्द्रं सोमैरोर्णुत जूर्न वस्त्रैः॥
2,14,4,अध्वर्यवो य उरणं जघान नव चख्वांसं नवतिं च बाहून्। यो अर्बुदमव नीचा बबाधे तमिन्द्रं सोमस्य भृथे हिनोत॥
2,14,5,अध्वर्यवो यः स्वश्नं जघान यः शुष्णमशुषं यो व्यंसम्। यः पिप्रुं नमुचिं यो रुधिक्रां तस्मा इन्द्रायान्धसो जुहोत॥
2,14,6,अध्वर्यवो यः शतं शम्बरस्य पुरो बिभेदाश्मनेव पूर्वीः। यो वर्चिनः शतमिन्द्रः सहस्रमपावपद्भरता सोममस्मै॥
2,14,7,अध्वर्यवो यः शतमा सहस्रं भूम्या उपस्थेऽवपज्जघन्वान्। कुत्सस्यायोरतिथिग्वस्य वीरान्न्यावृणग्भरता सोममस्मै॥
2,14,8,अध्वर्यवो यन्नरः कामयाध्वे श्रुष्टी वहन्तो नशथा तदिन्द्रे। गभस्तिपूतं भरत श्रुतायेन्द्राय सोमं यज्यवो जुहोत॥
2,14,9,अध्वर्यवः कर्तना श्रुष्टिमस्मै वने निपूतं वन उन्नयध्वम्। जुषाणो हस्त्यमभि वावशे व इन्द्राय सोमं मदिरं जुहोत॥
2,14,10,अध्वर्यवः पयसोधर्यथा गोः सोमेभिरीं पृणता भोजमिन्द्रम्। वेदाहमस्य निभृतं म एतद्दित्सन्तं भूयो यजतश्चिकेत॥
2,14,11,अध्वर्यवो यो दिव्यस्य वस्वो यः पार्थिवस्य क्षम्यस्य राजा। तमूर्दरं न पृणता यवेनेन्द्रं सोमेभिस्तदपो वो अस्तु॥
2,14,12,अस्मभ्यं तद्वसो दानाय राधः समर्थयस्व बहु ते वसव्यम्। इन्द्र यच्चित्रं श्रवस्या अनु द्यून्बृहद्वदेम विदथे सुवीराः॥
2,15,1,प्र घा न्वस्य महतो महानि सत्या सत्यस्य करणानि वोचम्। त्रिकद्रुकेष्वपिबत्सुतस्यास्य मदे अहिमिन्द्रो जघान॥
2,15,2,अवंशे द्यामस्तभायद्बृहन्तमा रोदसी अपृणदन्तरिक्षम्। स धारयत्पृथिवीं पप्रथच्च सोमस्य ता मद इन्द्रश्चकार॥
2,15,3,सद्मेव प्राचो वि मिमाय मानैर्वज्रेण खान्यतृणन्नदीनाम्। वृथासृजत्पथिभिर्दीर्घयाथैः सोमस्य ता मद इन्द्रश्चकार॥
2,15,4,स प्रवोळ्हॄन्परिगत्या दभीतेर्विश्वमधागायुधमिद्धे अग्नौ। सं गोभिरश्वैरसृजद्रथेभिः सोमस्य ता मद इन्द्रश्चकार॥
2,15,5,स ईं महीं धुनिमेतोररम्णात्सो अस्नातॄनपारयत्स्वस्ति। त उत्स्नाय रयिमभि प्र तस्थुः सोमस्य ता मद इन्द्रश्चकार॥
2,15,6,सोदञ्चं सिन्धुमरिणान्महित्वा वज्रेणान उषसः सं पिपेष। अजवसो जविनीभिर्विवृश्चन्सोमस्य ता मद इन्द्रश्चकार॥
2,15,7,स विद्वाँ अपगोहं कनीनामाविर्भवन्नुदतिष्ठत्परावृक्। प्रति श्रोणः स्थाद्व्यनगचष्ट सोमस्य ता मद इन्द्रश्चकार॥
2,15,8,भिनद्वलमङ्गिरोभिर्गृणानो वि पर्वतस्य दृंहितान्यैरत्। रिणग्रोधांसि कृत्रिमाण्येषां सोमस्य ता मद इन्द्रश्चकार॥
2,15,9,स्वप्नेनाभ्युप्या चुमुरिं धुनिं च जघन्थ दस्युं प्र दभीतिमावः। रम्भी चिदत्र विविदे हिरण्यं सोमस्य ता मद इन्द्रश्चकार॥
2,15,10,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,16,1,प्र वः सतां ज्येष्ठतमाय सुष्टुतिमग्नाविव समिधाने हविर्भरे। इन्द्रमजुर्यं जरयन्तमुक्षितं सनाद्युवानमवसे हवामहे॥
2,16,2,यस्मादिन्द्राद्बृहतः किं चनेमृते विश्वान्यस्मिन्सम्भृताधि वीर्या। जठरे सोमं तन्वी सहो महो हस्ते वज्रं भरति शीर्षणि क्रतुम्॥
2,16,3,न क्षोणीभ्यां परिभ्वे त इन्द्रियं न समुद्रैः पर्वतैरिन्द्र ते रथः। न ते वज्रमन्वश्नोति कश्चन यदाशुभिः पतसि योजना पुरु॥
2,16,4,विश्वे ह्यस्मै यजताय धृष्णवे क्रतुं भरन्ति वृषभाय सश्चते। वृषा यजस्व हविषा विदुष्टरः पिबेन्द्र सोमं वृषभेण भानुना॥
2,16,5,वृष्णः कोशः पवते मध्व ऊर्मिर्वृषभान्नाय वृषभाय पातवे। वृषणाध्वर्यू वृषभासो अद्रयो वृषणं सोमं वृषभाय सुष्वति॥
2,16,6,वृषा ते वज्र उत ते वृषा रथो वृषणा हरी वृषभाण्यायुधा। वृष्णो मदस्य वृषभ त्वमीशिष इन्द्र सोमस्य वृषभस्य तृप्णुहि॥
2,16,7,प्र ते नावं न समने वचस्युवं ब्रह्मणा यामि सवनेषु दाधृषिः। कुविन्नो अस्य वचसो निबोधिषदिन्द्रमुत्सं न वसुनः सिचामहे॥
2,16,8,पुरा सम्बाधादभ्या ववृत्स्व नो धेनुर्न वत्सं यवसस्य पिप्युषी। सकृत्सु ते सुमतिभिः शतक्रतो सं पत्नीभिर्न वृषणो नसीमहि॥
2,16,9,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,17,1,तदस्मै नव्यमङ्गिरस्वदर्चत शुष्मा यदस्य प्रत्नथोदीरते। विश्वा यद्गोत्रा सहसा परीवृता मदे सोमस्य दृंहितान्यैरयत्॥
2,17,2,स भूतु यो ह प्रथमाय धायस ओजो मिमानो महिमानमातिरत्। शूरो यो युत्सु तन्वं परिव्यत शीर्षणि द्यां महिना प्रत्यमुञ्चत॥
2,17,3,अधाकृणोः प्रथमं वीर्यं महद्यदस्याग्रे ब्रह्मणा शुष्ममैरयः। रथेष्ठेन हर्यश्वेन विच्युताः प्र जीरयः सिस्रते सध्र्यक्पृथक्॥
2,17,4,अधा यो विश्वा भुवनाभि मज्मनेशानकृत्प्रवया अभ्यवर्धत। आद्रोदसी ज्योतिषा वह्निरातनोत्सीव्यन्तमांसि दुधिता समव्ययत्॥
2,17,5,स प्राचीनान्पर्वतान्दृंहदोजसाधराचीनमकृणोदपामपः। अधारयत्पृथिवीं विश्वधायसमस्तभ्नान्मायया द्यामवस्रसः॥
2,17,6,सास्मा अरं बाहुभ्यां यं पिताकृणोद्विश्वस्मादा जनुषो वेदसस्परि। येना पृथिव्यां नि क्रिविं शयध्यै वज्रेण हत्व्यवृणक्तुविष्वणिः॥
2,17,7,अमाजूरिव पित्रोः सचा सती समानादा सदसस्त्वामिये भगम्। कृधि प्रकेतमुप मास्या भर दद्धि भागं तन्वो येन मामहः॥
2,17,8,भोजं त्वामिन्द्र वयं हुवेम ददिष्ट्वमिन्द्रापांसि वाजान्। अविड्ढीन्द्र चित्रया न ऊती कृधि वृषन्निन्द्र वस्यसो नः॥
2,17,9,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,18,1,प्राता रथो नवो योजि सस्निश्चतुर्युगस्त्रिकशः सप्तरश्मिः। दशारित्रो मनुष्यः स्वर्षाः स इष्टिभिर्मतिभी रंह्यो भूत्॥
2,18,2,सास्मा अरं प्रथमं स द्वितीयमुतो तृतीयं मनुषः स होता। अन्यस्या गर्भमन्य ऊ जनन्त सो अन्येभिः सचते जेन्यो वृषा॥
2,18,3,हरी नु कं रथ इन्द्रस्य योजमायै सूक्तेन वचसा नवेन। मो षु त्वामत्र बहवो हि विप्रा नि रीरमन्यजमानासो अन्ये॥
2,18,4,आ द्वाभ्यां हरिभ्यामिन्द्र याह्या चतुर्भिरा षड्भिर्हूयमानः। आष्टाभिर्दशभिः सोमपेयमयं सुतः सुमख मा मृधस्कः॥
2,18,5,आ विंशत्या त्रिंशता याह्यर्वाङा चत्वारिंशता हरिभिर्युजानः। आ पञ्चाशता सुरथेभिरिन्द्रा षष्ट्या सप्तत्या सोमपेयम्॥
2,18,6,आशीत्या नवत्या याह्यर्वाङा शतेन हरिभिरुह्यमानः। अयं हि ते शुनहोत्रेषु सोम इन्द्र त्वाया परिषिक्तो मदाय॥
2,18,7,मम ब्रह्मेन्द्र याह्यच्छा विश्वा हरी धुरि धिष्वा रथस्य। पुरुत्रा हि विहव्यो बभूथास्मिञ्छूर सवने मादयस्व॥
2,18,8,न म इन्द्रेण सख्यं वि योषदस्मभ्यमस्य दक्षिणा दुहीत। उप ज्येष्ठे वरूथे गभस्तौ प्रायेप्राये जिगीवांसः स्याम॥
2,18,9,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,19,1,अपाय्यस्यान्धसो मदाय मनीषिणः सुवानस्य प्रयसः। यस्मिन्निन्द्रः प्रदिवि वावृधान ओको दधे ब्रह्मण्यन्तश्च नरः॥
2,19,2,अस्य मन्दानो मध्वो वज्रहस्तोऽहिमिन्द्रो अर्णोवृतं वि वृश्चत्। प्र यद्वयो न स्वसराण्यच्छा प्रयांसि च नदीनां चक्रमन्त॥
2,19,3,स माहिन इन्द्रो अर्णो अपां प्रैरयदहिहाच्छा समुद्रम्। अजनयत्सूर्यं विदद्गा अक्तुनाह्नां वयुनानि साधत्॥
2,19,4,सो अप्रतीनि मनवे पुरूणीन्द्रो दाशद्दाशुषे हन्ति वृत्रम्। सद्यो यो नृभ्यो अतसाय्यो भूत्पस्पृधानेभ्यः सूर्यस्य सातौ॥
2,19,5,स सुन्वत इन्द्रः सूर्यमा देवो रिणङ्मर्त्याय स्तवान्। आ यद्रयिं गुहदवद्यमस्मै भरदंशं नैतशो दशस्यन्॥
2,19,6,स रन्धयत्सदिवः सारथये शुष्णमशुषं कुयवं कुत्साय। दिवोदासाय नवतिं च नवेन्द्रः पुरो व्यैरच्छम्बरस्य॥
2,19,7,एवा त इन्द्रोचथमहेम श्रवस्या न त्मना वाजयन्तः। अश्याम तत्साप्तमाशुषाणा ननमो वधरदेवस्य पीयोः॥
2,19,8,एवा ते गृत्समदाः शूर मन्मावस्यवो न वयुनानि तक्षुः। ब्रह्मण्यन्त इन्द्र ते नवीय इषमूर्जं सुक्षितिं सुम्नमश्युः॥
2,19,9,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,20,1,वयं ते वय इन्द्र विद्धि षु णः प्र भरामहे वाजयुर्न रथम्। विपन्यवो दीध्यतो मनीषा सुम्नमियक्षन्तस्त्वावतो नॄन्॥
2,20,2,त्वं न इन्द्र त्वाभिरूती त्वायतो अभिष्टिपासि जनान्। त्वमिनो दाशुषो वरूतेत्थाधीरभि यो नक्षति त्वा॥
2,20,3,स नो युवेन्द्रो जोहूत्रः सखा शिवो नरामस्तु पाता। यः शंसन्तं यः शशमानमूती पचन्तं च स्तुवन्तं च प्रणेषत्॥
2,20,4,तमु स्तुष इन्द्रं तं गृणीषे यस्मिन्पुरा वावृधुः शाशदुश्च। स वस्वः कामं पीपरदियानो ब्रह्मण्यतो नूतनस्यायोः॥
2,20,5,सो अङ्गिरसामुचथा जुजुष्वान्ब्रह्मा तूतोदिन्द्रो गातुमिष्णन्। मुष्णन्नुषसः सूर्येण स्तवानश्नस्य चिच्छिश्नथत्पूर्व्याणि॥
2,20,6,स ह श्रुत इन्द्रो नाम देव ऊर्ध्वो भुवन्मनुषे दस्मतमः। अव प्रियमर्शसानस्य साह्वाञ्छिरो भरद्दासस्य स्वधावान्॥
2,20,7,स वृत्रहेन्द्रः कृष्णयोनीः पुरंदरो दासीरैरयद्वि। अजनयन्मनवे क्षामपश्च सत्रा शंसं यजमानस्य तूतोत्॥
2,20,8,तस्मै तवस्यमनु दायि सत्रेन्द्राय देवेभिरर्णसातौ। प्रति यदस्य वज्रं बाह्वोर्धुर्हत्वी दस्यून्पुर आयसीर्नि तारीत्॥
2,20,9,नूनं सा ते प्रति वरं जरित्रे दुहीयदिन्द्र दक्षिणा मघोनी। शिक्षा स्तोतृभ्यो माति धग्भगो नो बृहद्वदेम विदथे सुवीराः॥
2,21,1,विश्वजिते धनजिते स्वर्जिते सत्राजिते नृजित उर्वराजिते। अश्वजिते गोजिते अब्जिते भरेन्द्राय सोमं यजताय हर्यतम्॥
2,21,2,अभिभुवेऽभिभङ्गाय वन्वतेऽषाळ्हाय सहमानाय वेधसे। तुविग्रये वह्नये दुष्टरीतवे सत्रासाहे नम इन्द्राय वोचत॥
2,21,3,सत्रासाहो जनभक्षो जनंसहश्च्यवनो युध्मो अनु जोषमुक्षितः। वृतंचयः सहुरिर्विक्ष्वारित इन्द्रस्य वोचं प्र कृतानि वीर्या॥
